,NetIncomeLoss,Assets,AssetsCurrent
March 2009,6826000.0,,
June 2009,6826000.0,,
September 2009,6826000.0,,
December 2009,6826000.0,,
March 2010,11480000.0,,
June 2010,12396000.0,,
September 2010,10742000.0,,
December 2010,6250000.0,284255000.0,142284000.0
March 2011,9481000.0,286464000.0,128286000.0
June 2011,13258000.0,289943000.0,109807000.0
September 2011,12868000.0,303060000.0,106784000.0
December 2011,15324000.0,317847000.0,115414000.0
March 2012,14469000.0,349969000.0,130299000.0
June 2012,15598000.0,375098000.0,129229000.0
September 2012,18471000.0,423089000.0,154347000.0
December 2012,20909000.0,494923000.0,214174000.0
March 2013,20945000.0,523894000.0,227998000.0
June 2013,19064000.0,541666000.0,223597000.0
September 2013,22545000.0,594075000.0,252464000.0
December 2013,26157000.0,616100000.0,263703000.0
March 2014,26288000.0,655252000.0,277939000.0
June 2014,23069000.0,688544000.0,261134000.0
September 2014,29016000.0,755498000.0,275171000.0
December 2014,33093000.0,755713000.0,267045000.0
March 2015,34179000.0,815570000.0,278081000.0
June 2015,25776000.0,828941000.0,231077000.0
September 2015,33342000.0,912611000.0,263233000.0
December 2015,38114000.0,891982000.0,214897000.0
March 2016,43665000.0,960703000.0,226097000.0
June 2016,27626000.0,1004953000.0,200212000.0
September 2016,29244000.0,1072266000.0,232123000.0
December 2016,47979000.0,1092493000.0,230068000.0
March 2017,55912000.0,1155260000.0,277922000.0
June 2017,39847000.0,1168563000.0,272771000.0
September 2017,39304000.0,1290930000.0,386846000.0
December 2017,68256000.0,1303573000.0,374862000.0
March 2018,73681000.0,1391983000.0,435364000.0
June 2018,46038000.0,1399968000.0,1281570000.0
September 2018,33761000.0,1252691000.0,255199000.0
December 2018,75531000.0,1324017000.0,309466000.0
March 2019,73243000.0,1619473000.0,198208000.0
June 2019,51112000.0,1677522000.0,108717000.0
September 2019,58151000.0,1760672000.0,237544000.0
December 2019,76669000.0,1690289000.0,208344000.0
March 2020,71385000.0,1731602000.0,248324000.0
June 2020,47010000.0,1790284000.0,222619000.0
September 2020,52046000.0,1800562000.0,291757000.0
December 2020,86755000.0,1844579000.0,333742000.0
March 2021,78112000.0,1885027000.0,374320000.0
June 2021,49461000.0,1846967000.0,147070000.0
September 2021,47658000.0,1680461000.0,173397000.0
December 2021,85113000.0,1222745000.0,681045000.0
March 2022,58078000.0,918386000.0,380355000.0
June 2022,25562000.0,787303000.0,249852000.0
