,OperatingExpenses,NetIncomeLoss,Assets
March 2008,75590000.0,32446750.0,
June 2008,75590000.0,32446750.0,
September 2008,75590000.0,32446750.0,
December 2008,75590000.0,32446750.0,
March 2009,96898000.0,10484000.0,
June 2009,74935000.0,28417000.0,
September 2009,73341000.0,27433000.0,
December 2009,74761000.0,31970000.0,3222309000.0
March 2010,79342000.0,29220000.0,
June 2010,77375000.0,31114000.0,3103645000.0
September 2010,77898000.0,29640000.0,3127159000.0
December 2010,79585000.0,32816000.0,3159553000.0
March 2011,81276000.0,31186000.0,3217461000.0
June 2011,78945000.0,34757000.0,3220668000.0
September 2011,80907000.0,47053000.0,3254848000.0
December 2011,83513000.0,30921000.0,3659908000.0
March 2012,85742000.0,42986000.0,3668848000.0
June 2012,85781000.0,32603000.0,3680929000.0
September 2012,90480000.0,38644000.0,3804339000.0
December 2012,90753000.0,37692000.0,3898565000.0
March 2013,94847000.0,34588000.0,3905932000.0
June 2013,93900000.0,37539000.0,4085203000.0
September 2013,94329000.0,62098000.0,4159476000.0
December 2013,100176000.0,28456000.0,4219294000.0
March 2014,107384000.0,38753000.0,4405647000.0
June 2014,99586000.0,43545000.0,4431485000.0
September 2014,103316000.0,47075000.0,4479398000.0
December 2014,104767000.0,35162000.0,4546870000.0
March 2015,112670000.0,46186000.0,4780750000.0
June 2015,105260000.0,43632000.0,4733838000.0
September 2015,109335000.0,52447000.0,4783803000.0
December 2015,116593000.0,67954000.0,4896559000.0
March 2016,121422000.0,76955000.0,5125457000.0
June 2016,117846000.0,55941000.0,5188468000.0
September 2016,120696000.0,58977000.0,5397337000.0
December 2016,120632000.0,58037000.0,5423279000.0
March 2017,125845000.0,56190000.0,5656200000.0
June 2017,124959000.0,76291000.0,5803503000.0
September 2017,133456000.0,106777000.0,6221137000.0
December 2017,140800000.0,50656000.0,6275755000.0
March 2018,139260000.0,61247000.0,6293625000.0
June 2018,135006000.0,63595000.0,6302703000.0
September 2018,139411000.0,62558000.0,6285664000.0
December 2018,152038000.0,54507000.0,6289644000.0
March 2019,141134000.0,60144000.0,6351366000.0
June 2019,137083000.0,80902000.0,6383741000.0
September 2019,154222000.0,65465000.0,6607565000.0
December 2019,148831000.0,147355000.0,6794992000.0
March 2020,145815000.0,54763000.0,7759914000.0
June 2020,139614000.0,10507000.0,7789930000.0
September 2020,147291000.0,-28289000.0,7711293000.0
December 2020,154149000.0,94725000.0,7607624000.0
March 2021,152790000.0,48236000.0,7669601000.0
June 2021,152762000.0,46204000.0,7678876000.0
September 2021,161711000.0,52122000.0,7634442000.0
December 2021,179186000.0,114936000.0,7622320000.0
March 2022,170787000.0,51984000.0,7668375000.0
June 2022,170499000.0,61676000.0,7810441000.0
