,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,80795500.0,9799500.0,,,
September 2009,80795500.0,9799500.0,,,
December 2009,80795500.0,9799500.0,,,
March 2010,80795500.0,9799500.0,,,
June 2010,100847000.0,2724000.0,,,
September 2010,106201000.0,3937000.0,,,
December 2010,118110000.0,26913000.0,,,
March 2011,104665000.0,14634000.0,549645000.0,330207000.0,219438000.0
June 2011,103244000.0,-761000.0,580051000.0,348515000.0,231536000.0
September 2011,127676000.0,6026000.0,659393000.0,416352000.0,243041000.0
December 2011,140609000.0,22478000.0,750275000.0,498083000.0,252192000.0
March 2012,127071000.0,53630000.0,642784000.0,394951000.0,247833000.0
June 2012,118773000.0,-5700000.0,661868000.0,406076000.0,255792000.0
September 2012,125794000.0,3760000.0,686760000.0,424203000.0,262557000.0
December 2012,139303000.0,17389000.0,783672000.0,521652000.0,262020000.0
March 2013,123885000.0,9920000.0,676421000.0,419912000.0,256509000.0
June 2013,119309000.0,-1260000.0,694539000.0,443239000.0,251300000.0
September 2013,120389000.0,3679000.0,660269000.0,409983000.0,250286000.0
December 2013,132360000.0,5048000.0,698205000.0,454644000.0,243561000.0
March 2014,121892000.0,-7239000.0,625963000.0,392588000.0,233375000.0
June 2014,116589000.0,-10269000.0,656192000.0,425907000.0,230285000.0
September 2014,119112000.0,-10384000.0,659382000.0,426097000.0,233285000.0
December 2014,132563000.0,-86865000.0,624041000.0,474956000.0,149085000.0
March 2015,120127000.0,-25228000.0,467629000.0,328393000.0,139236000.0
June 2015,111104000.0,-8755000.0,519530000.0,383154000.0,136376000.0
September 2015,113479000.0,-10126000.0,486303000.0,355593000.0,130710000.0
December 2015,116533000.0,-26913000.0,482763000.0,387140000.0,95623000.0
March 2016,106392000.0,-9085000.0,385352000.0,293768000.0,91584000.0
June 2016,108109000.0,-7227000.0,431077000.0,340170000.0,90907000.0
September 2016,117626000.0,-18377000.0,371303000.0,282827000.0,88476000.0
December 2016,116077000.0,-58269000.0,338290000.0,258803000.0,79487000.0
