,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,1460531.5,253384.0,942364.0,-1672034.0,,
June 2020,1460531.5,253384.0,942364.0,-1672034.0,,
September 2020,2007978.0,287469.0,1488089.0,-1689262.0,,
December 2020,6115482.0,1948112.0,3002820.0,-5650231.0,4812766.0,2084305.0
March 2021,2467949.0,755036.0,1334041.0,-2031893.0,,
June 2021,2768391.0,316579.0,1953047.0,-1966025.0,,
September 2021,3269405.0,578763.0,2292182.0,-3035904.0,3975345.0,932377.0
December 2021,4063143.0,879123.0,2735305.0,-2023341.0,8664654.0,5764231.0
March 2022,4462164.0,493686.0,3120572.0,-1692062.0,11053540.0,8091305.0
June 2022,3646208.0,574490.0,2532849.0,-2922286.0,7618091.0,4302664.0
