,OperatingExpenses,NetIncomeLoss
December 2007,9368.7,-9368.7
March 2008,9368.7,-9368.7
June 2008,9368.7,-9368.7
September 2008,9368.7,-9368.7
December 2008,9368.7,-9368.7
March 2009,9368.7,-9368.7
June 2009,9368.7,-9368.7
September 2009,9368.7,-9368.7
December 2009,9368.7,-9368.7
March 2010,8620.0,-8620.0
June 2010,12668.0,-12668.0
September 2010,5219.0,-5219.0
December 2010,9368.7,-9368.7
March 2011,8943.0,-8943.0
June 2011,14620.0,-14620.0
September 2011,5238.0,-5238.0
