,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,30768750.0,7362000.0,,
June 2008,30768750.0,7362000.0,,
September 2008,30768750.0,7362000.0,,
December 2008,30768750.0,7362000.0,,
March 2009,31872000.0,10912000.0,,
June 2009,31313000.0,1109000.0,,
September 2009,32168000.0,8775000.0,,
December 2009,34535000.0,11753000.0,,
March 2010,34941000.0,17341000.0,,
June 2010,34917000.0,4013000.0,,
September 2010,35603000.0,12588000.0,,
December 2010,37771000.0,12458000.0,,
March 2011,38373000.0,21337000.0,,
June 2011,37969000.0,5940000.0,,
September 2011,39514000.0,15959000.0,,
December 2011,39816000.0,15824000.0,,
March 2012,42803000.0,26363000.0,,
June 2012,40968000.0,7895000.0,,
September 2012,41933000.0,18965000.0,,
December 2012,44168000.0,19359000.0,,
March 2013,45113000.0,26214000.0,,
June 2013,43642000.0,10542000.0,,
September 2013,45496000.0,17250000.0,,
December 2013,47276000.0,16870000.0,,
March 2014,48952000.0,28388000.0,,
June 2014,46625000.0,8380000.0,,
September 2014,48202000.0,16890000.0,,
December 2014,48869000.0,19925000.0,,
March 2015,51769000.0,27408000.0,,
June 2015,50181000.0,7031000.0,,
September 2015,48255000.0,18677000.0,,
December 2015,53468000.0,17411000.0,,
March 2016,56061000.0,27906000.0,,
June 2016,53501000.0,6510000.0,,
September 2016,55853000.0,14604000.0,,
December 2016,57370000.0,12055000.0,,
March 2017,58337000.0,20910000.0,,
June 2017,53556000.0,-3176000.0,,
September 2017,57993000.0,7564000.0,,
December 2017,61946000.0,9733000.0,,
March 2018,61904000.0,21509000.0,,
June 2018,61965000.0,-1222000.0,,
September 2018,62342000.0,1499000.0,,
December 2018,77931000.0,6634000.0,,
March 2019,74038000.0,27857000.0,,
June 2019,80334000.0,-8778000.0,,
September 2019,80147000.0,2265000.0,,
December 2019,83492000.0,6001000.0,,
March 2020,69673000.0,-15287000.0,,
June 2020,99835000.0,40355000.0,,
September 2020,86330000.0,25266000.0,,
December 2020,101018000.0,23932000.0,,
March 2021,91739000.0,84766000.0,,
June 2021,93442000.0,46696000.0,,
September 2021,96324000.0,25192000.0,,
December 2021,100909000.0,17659000.0,,
March 2022,95596000.0,39347000.0,,
June 2022,91414000.0,24713000.0,,
