,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,4380.0,,,-706.0,,,
June 2012,153495.0,,,-143903.0,,,
September 2012,230959.0,,,-277599.0,,,
December 2012,179037.0,,,-199659.0,307674.0,274195.0,
March 2013,120311.0,,,-138727.0,,,
June 2013,158715.0,,,-160354.0,492314.0,455654.0,
September 2013,85475.0,,,-89629.0,350978.0,314417.0,
December 2013,279943.0,,,-303340.0,141683.0,105221.0,
March 2014,30340.0,,,-22445.0,341964.0,305601.0,
June 2014,43780.0,,,-43338.0,272269.0,236005.0,
September 2014,41393.0,,,-38147.0,140357.0,104192.0,
December 2014,39557.0,,,-35628.0,169502.0,134111.0,
March 2015,61006.0,8487.5,,-57306.0,180485.0,145289.0,
June 2015,119280.0,8487.5,,-140358.0,45110.0,10099.0,
September 2015,1262966.0,8487.5,,-198182.0,41809.0,6895.0,
December 2015,3266296.0,8487.5,,1478049.0,11886436.0,5742436.0,
March 2016,1220283.0,,343424.5,464053.0,10277320.0,4116084.0,
June 2016,1233329.0,,343424.5,437038.0,11399066.0,5312983.0,
September 2016,1452755.0,,343424.5,-252001.0,10133169.0,4044745.0,
December 2016,1495898.0,,343424.5,-425947.0,9898839.0,3868779.0,6030060.0
March 2017,1492789.0,,1680419.0,252844.0,10125341.0,4371067.0,
June 2017,1516859.0,,461897.0,1178599.0,11617319.0,5838477.0,
September 2017,1775638.0,,231055.0,117781.0,14031592.0,8445087.0,
December 2017,-1516779.0,,-1210441.0,-1254555.0,13064529.0,6875007.0,6189522.0
March 2018,1069070.0,,541313.0,120480.0,13853679.0,7807095.0,6046584.0
June 2018,582136.0,,149077.0,228510.0,13237323.0,7418327.0,5818996.0
September 2018,911814.0,,437059.0,397491.0,13894930.0,8222791.0,5672139.0
December 2018,1065857.0,,968390.0,-439434.0,13558747.0,8170453.0,5388294.0
March 2019,751902.0,,549559.0,150492.0,14406820.0,9209109.0,5197711.0
June 2019,644007.0,,334691.0,-1011590.0,12856532.0,7889588.0,4966944.0
September 2019,989022.0,,285048.0,-267867.0,13445001.0,8645587.0,4799414.0
December 2019,1798911.0,,1730184.0,-1821550.0,12407099.0,7231123.0,5175976.0
March 2020,1337691.0,,1098716.0,-910397.0,12131248.0,6242409.0,5888839.0
June 2020,458753.0,,88875.0,-1772397.0,9975561.0,5097212.0,4878349.0
September 2020,1966799.0,,1268911.0,458892.0,10485634.0,5770042.0,4715592.0
December 2020,3249021.0,,-1552504.0,-861114.0,10081384.0,5309291.0,4772093.0
March 2021,513861.0,,202078.0,-146185.0,11257077.0,5654013.0,5603064.0
June 2021,766265.0,,56758.0,-1249122.0,9971097.0,4807644.0,5163453.0
September 2021,743826.0,,27687.0,-1602993.0,8146623.0,3796557.0,4350066.0
