,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,81250000.0,64750000.0,
June 2009,81250000.0,64750000.0,
September 2009,81250000.0,64750000.0,
December 2009,81250000.0,64750000.0,30648000000.0
March 2010,85000000.0,53000000.0,
June 2010,85000000.0,82000000.0,
September 2010,90000000.0,73000000.0,
December 2010,98000000.0,70000000.0,28752000000.0
March 2011,89000000.0,83000000.0,
June 2011,101000000.0,107000000.0,29937000000.0
September 2011,103000000.0,93000000.0,29465000000.0
December 2011,112000000.0,95000000.0,30112000000.0
March 2012,99000000.0,120000000.0,30767000000.0
June 2012,105000000.0,104000000.0,32755000000.0
September 2012,104000000.0,109000000.0,33834000000.0
December 2012,108000000.0,99000000.0,34742000000.0
March 2013,103000000.0,140000000.0,35087000000.0
June 2013,108000000.0,111000000.0,35039000000.0
September 2013,106000000.0,117000000.0,35308000000.0
December 2013,110000000.0,160000000.0,35138000000.0
March 2014,101000000.0,136000000.0,35588000000.0
June 2014,112000000.0,148000000.0,36487000000.0
September 2014,108000000.0,148000000.0,35380000000.0
December 2014,112000000.0,108000000.0,35176000000.0
March 2015,103000000.0,133000000.0,34341000000.0
June 2015,108000000.0,104000000.0,34492000000.0
September 2015,104000000.0,109000000.0,33517000000.0
December 2015,100000000.0,114000000.0,33867000000.0
March 2016,98000000.0,100000000.0,35340000000.0
June 2016,97000000.0,102000000.0,35055000000.0
September 2016,97000000.0,97000000.0,34341000000.0
December 2016,99000000.0,85000000.0,33615000000.0
March 2017,97000000.0,115000000.0,34732000000.0
June 2017,109000000.0,114000000.0,34838000000.0
September 2017,113000000.0,86000000.0,33683000000.0
December 2017,110000000.0,271000000.0,33160000000.0
March 2018,110000000.0,91000000.0,33541000000.0
June 2018,107000000.0,71000000.0,34089000000.0
September 2018,109000000.0,125000000.0,33837000000.0
December 2018,97000000.0,18000000.0,34181000000.0
March 2019,124000000.0,98000000.0,33824000000.0
June 2019,126000000.0,79000000.0,34565000000.0
September 2019,128000000.0,129000000.0,33907000000.0
December 2019,138000000.0,104000000.0,33693000000.0
March 2020,108000000.0,90000000.0,32332000000.0
June 2020,104000000.0,59000000.0,32073000000.0
September 2020,108000000.0,48000000.0,31765000000.0
December 2020,113000000.0,96000000.0,31991000000.0
March 2021,121000000.0,140000000.0,32083000000.0
June 2021,134000000.0,142000000.0,32541000000.0
September 2021,127000000.0,101000000.0,31724000000.0
December 2021,146000000.0,122000000.0,32387000000.0
March 2022,131000000.0,143000000.0,32595000000.0
June 2022,130000000.0,143000000.0,31852000000.0
