,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,1253752.0,234136.0,-1448923.0,,,
December 2010,1089608.0,157182.0,-974313.0,,,
March 2011,990612.0,245962.0,-702927.0,,,
June 2011,,,,2708355.0,286096.0,
September 2011,665754.0,270877.0,-553565.0,2441117.0,164877.0,
December 2011,717072.0,300757.0,-627901.0,2100119.0,128552.0,
March 2012,843765.0,322944.0,-625216.0,1811860.0,138596.0,
June 2012,2468804.0,,-2782354.0,213692.0,34047.0,62000.0
September 2012,406551.0,,-331138.0,238259.0,52003.0,0.0
December 2012,510076.0,,-763352.0,618630.0,459158.0,0.0
March 2013,7060628.0,,-6677319.0,454302.0,139253.0,0.0
June 2013,1138146.0,,526388.0,521458.0,521458.0,0.0
September 2013,734261.0,,2666657.0,167593.0,167593.0,
December 2013,1008800.0,,-542687.0,540285.0,519905.0,
March 2014,521617.0,,-54187.0,902533.0,884250.0,
June 2014,1206987.0,,-116729.0,1723520.0,235408.0,1488112.0
September 2014,1503672.0,,-2047337.0,1406135.0,112198.0,1293937.0
December 2014,818043.0,,-854519.0,1231169.0,158950.0,1072219.0
March 2015,988546.0,,-959632.0,1222992.0,377459.0,845533.0
June 2015,,,,,,
September 2015,,,,,,
December 2015,,,,,,
March 2016,,,,,,
June 2016,,,,,,
September 2016,630000.0,,-1078000.0,,,
December 2016,630000.0,,-1078000.0,,,
March 2017,660500.0,,-1167000.0,,,
June 2017,660500.0,,-1167000.0,,,
September 2017,532000.0,,-588000.0,,,
December 2017,1038000.0,,-1073000.0,1766000.0,191000.0,1575000.0
March 2018,741000.0,1105500.0,-2300000.0,,,
June 2018,1672000.0,1105500.0,-1578000.0,,,
September 2018,706000.0,606000.0,-616000.0,2246000.0,719000.0,1527000.0
December 2018,739000.0,634000.0,-696000.0,1735000.0,234000.0,1501000.0
March 2019,904000.0,797000.0,-761000.0,1873000.0,351000.0,1522000.0
June 2019,938000.0,770000.0,-756000.0,2355000.0,213000.0,2142000.0
September 2019,931000.0,741000.0,-744000.0,2287000.0,238000.0,2049000.0
December 2019,1316000.0,1126000.0,-722000.0,2522000.0,554000.0,1968000.0
March 2020,1032000.0,809000.0,-780000.0,2715000.0,210000.0,2505000.0
June 2020,1095000.0,870000.0,-857000.0,2587000.0,198000.0,2389000.0
September 2020,975000.0,746000.0,-774000.0,2590000.0,227000.0,2363000.0
December 2020,1251074.0,1022014.0,-1080241.0,2690677.0,154194.0,2536483.0
March 2021,1109085.0,856388.0,-812914.0,2752172.0,419704.0,2332468.0
June 2021,1254585.0,1003870.0,-1583233.0,5708296.0,1211973.0,4496323.0
September 2021,1693488.0,1342531.0,-1105763.0,7405335.0,1365155.0,6040180.0
December 2021,2606486.0,2030050.0,-1462272.0,6630343.0,1013140.0,5617203.0
March 2022,2406212.0,1950441.0,-1542235.0,8183513.0,1916162.0,6267351.0
June 2022,2601822.0,2261577.0,-1487127.0,7235214.0,1266093.0,5969121.0
