,OperatingExpenses,NetIncomeLoss,Assets
March 2008,8801750.0,,
June 2008,8801750.0,,
September 2008,8801750.0,,
December 2008,8801750.0,,
March 2009,8262000.0,,
June 2009,10072000.0,,
September 2009,10480000.0,,
December 2009,10954000.0,,2538653000.0
March 2010,8827000.0,,
June 2010,8170000.0,,2612110000.0
September 2010,10161000.0,,2673575000.0
December 2010,11426000.0,,2514592000.0
March 2011,9615000.0,,2522930000.0
June 2011,12130000.0,,2730264000.0
September 2011,10302000.0,,2794363000.0
December 2011,12265000.0,,2695170000.0
March 2012,12259000.0,,2678950000.0
June 2012,10783000.0,,2689505000.0
September 2012,11553000.0,,2754154000.0
December 2012,10376000.0,,2644632000.0
March 2013,12569000.0,,2620279000.0
June 2013,11885000.0,,2675675000.0
September 2013,13462000.0,,2886637000.0
December 2013,15641000.0,,2740310000.0
March 2014,12533000.0,,2791347000.0
June 2014,13534000.0,,2908996000.0
September 2014,13120000.0,,2933483000.0
December 2014,15277000.0,,2775542000.0
March 2015,11531000.0,,2780564000.0
June 2015,13467000.0,,2815185000.0
September 2015,12299000.0,,2829389000.0
December 2015,14183000.0,,2735465000.0
March 2016,12200000.0,28730000.0,2759854000.0
June 2016,13412000.0,28730000.0,2892213000.0
September 2016,13338000.0,28730000.0,2913534000.0
December 2016,14143000.0,28730000.0,2777633000.0
March 2017,13335000.0,19828000.0,2777518000.0
June 2017,13546000.0,26208000.0,2881582000.0
September 2017,11701000.0,1734000.0,2956520000.0
December 2017,18412000.0,57258000.0,2947244000.0
March 2018,13385000.0,12216000.0,2894192000.0
June 2018,14398000.0,33251000.0,3007805000.0
September 2018,14408000.0,39372000.0,3073522000.0
December 2018,11612000.0,-20660000.0,3105065000.0
March 2019,16667000.0,65473000.0,3236875000.0
June 2019,16948000.0,40467000.0,3375109000.0
September 2019,16982000.0,32324000.0,3505064000.0
December 2019,18833000.0,53378000.0,3545721000.0
March 2020,14381000.0,-61267000.0,3378611000.0
June 2020,13906000.0,92166000.0,3619279000.0
September 2020,16850000.0,42387000.0,3792501000.0
December 2020,21691000.0,83805000.0,3938485000.0
March 2021,18796000.0,73012000.0,3972440000.0
June 2021,20148000.0,81815000.0,4280630000.0
September 2021,15560000.0,29243000.0,4432666000.0
December 2021,22403000.0,95284000.0,4508302000.0
March 2022,18863000.0,47923000.0,4407635000.0
June 2022,19325000.0,-2239000.0,4401763000.0
