,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,43286000.0,3166500.0,,,
June 2009,43286000.0,3166500.0,,,
September 2009,43286000.0,3166500.0,,,
December 2009,43286000.0,3166500.0,,,
March 2010,46942000.0,8726000.0,,,
June 2010,48246000.0,7309000.0,,,
September 2010,47316000.0,7249000.0,,,
December 2010,47368000.0,5962000.0,485717000.0,154918000.0,2884000.0
March 2011,54451000.0,11589000.0,,,
June 2011,53319000.0,11952000.0,466399000.0,136728000.0,3096000.0
September 2011,51812000.0,11911000.0,485030000.0,155191000.0,2977000.0
December 2011,56543000.0,9412000.0,487830000.0,150241000.0,2812000.0
March 2012,57907000.0,18261000.0,500465000.0,166127000.0,2942000.0
June 2012,58051000.0,16595000.0,528377000.0,192707000.0,3101000.0
September 2012,57732000.0,16291000.0,570387000.0,232086000.0,3088000.0
December 2012,59920000.0,9678000.0,586285000.0,241337000.0,
March 2013,66961000.0,20797000.0,602855000.0,209647000.0,
June 2013,66673000.0,18262000.0,634713000.0,235291000.0,
September 2013,66951000.0,16268000.0,660696000.0,258627000.0,
December 2013,66769000.0,11219000.0,682064000.0,275185000.0,
March 2014,75222000.0,20509000.0,693643000.0,287082000.0,
June 2014,74741000.0,16926000.0,721871000.0,257064000.0,
September 2014,76745000.0,12197000.0,754405000.0,280099000.0,
December 2014,74895000.0,11609000.0,722391000.0,246598000.0,
March 2015,83694000.0,18700000.0,733547000.0,259568000.0,
June 2015,84696000.0,14241000.0,729678000.0,255858000.0,
September 2015,81352000.0,14098000.0,736264000.0,262533000.0,
December 2015,80180000.0,6132000.0,748691000.0,274565000.0,
March 2016,88985000.0,14782000.0,736579000.0,264939000.0,
June 2016,87100000.0,10433000.0,740532000.0,268265000.0,
September 2016,81655000.0,11363000.0,736517000.0,262255000.0,
December 2016,71199000.0,-11614000.0,734184000.0,285653000.0,
March 2017,83205000.0,7996000.0,731960000.0,273636000.0,
June 2017,81604000.0,-146416000.0,582491000.0,274879000.0,
September 2017,84423000.0,-86150000.0,519010000.0,291811000.0,
December 2017,82967000.0,-15442000.0,491433000.0,282132000.0,
March 2018,89300000.0,-3859000.0,463150000.0,275595000.0,
June 2018,88918000.0,7180000.0,420000000.0,241997000.0,
September 2018,82747000.0,-1746000.0,398222000.0,230948000.0,
December 2018,83982000.0,-3279000.0,388079000.0,219862000.0,
March 2019,88527000.0,3497000.0,830038000.0,221677000.0,
June 2019,83051000.0,-3570000.0,816334000.0,223789000.0,
September 2019,82493000.0,-3409000.0,800262000.0,221411000.0,
