,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,869117000.0,208421000.0,,
June 2007,869117000.0,208421000.0,,
September 2007,869117000.0,208421000.0,,
December 2007,869117000.0,208421000.0,,
March 2008,950445000.0,80170000.0,,
June 2008,916041000.0,209896000.0,,
September 2008,979223000.0,183008000.0,,
December 2008,1098943000.0,174080000.0,13041760000.0,8396042000.0
March 2009,1063803000.0,205717000.0,,
June 2009,1004342000.0,281780000.0,13684389000.0,8772364000.0
September 2009,1047773000.0,301519000.0,14201787000.0,9240828000.0
December 2009,1111617000.0,250659000.0,14153494000.0,9252816000.0
March 2010,1127043000.0,258768000.0,15209136000.0,10259986000.0
June 2010,1093690000.0,340076000.0,15690570000.0,10787089000.0
September 2010,1074188000.0,393000000.0,16390352000.0,11384613000.0
December 2010,1367881000.0,107000000.0,16103253000.0,10137699000.0
March 2011,1256000000.0,315176000.0,17160060000.0,11096774000.0
June 2011,1192405000.0,460287000.0,17594905000.0,11475227000.0
September 2011,1361657000.0,445000000.0,19899729000.0,13632338000.0
December 2011,1584938000.0,199000000.0,17708000000.0,11181000000.0
March 2012,1383000000.0,248000000.0,20700000000.0,14056000000.0
June 2012,1384000000.0,356000000.0,20855000000.0,14071000000.0
September 2012,1408000000.0,426000000.0,18797000000.0,11678000000.0
December 2012,1655000000.0,192000000.0,19979000000.0,11710000000.0
March 2013,1446000000.0,473000000.0,20974000000.0,12678000000.0
June 2013,1461000000.0,420000000.0,20848000000.0,12628000000.0
September 2013,1540000000.0,368000000.0,20903000000.0,12573000000.0
December 2013,1908000000.0,-30000000.0,20735000000.0,12300000000.0
March 2014,1785000000.0,368000000.0,22566000000.0,13975000000.0
June 2014,1835000000.0,344000000.0,23121000000.0,14086000000.0
September 2014,1898000000.0,290000000.0,24331000000.0,15636000000.0
December 2014,2121000000.0,145000000.0,23527000000.0,15536000000.0
March 2015,1945000000.0,430000000.0,25624000000.0,17402000000.0
June 2015,1817000000.0,431000000.0,25384000000.0,16975000000.0
September 2015,1688000000.0,314000000.0,24296000000.0,15773000000.0
December 2015,1868000000.0,101000000.0,24705000000.0,15711000000.0
March 2016,1768000000.0,254000000.0,26934000000.0,17844000000.0
June 2016,1726000000.0,311000000.0,27236000000.0,17736000000.0
September 2016,1739000000.0,450000000.0,29466000000.0,19654000000.0
December 2016,2044000000.0,-401000000.0,25396000000.0,16190000000.0
March 2017,1553000000.0,1115000000.0,31712000000.0,22317000000.0
June 2017,1453000000.0,650000000.0,32253000000.0,22568000000.0
September 2017,1688000000.0,499000000.0,32956000000.0,23185000000.0
December 2017,1873000000.0,184000000.0,27178000000.0,17402000000.0
March 2018,1749000000.0,491000000.0,33453000000.0,23932000000.0
June 2018,1761000000.0,193000000.0,34270000000.0,26864000000.0
September 2018,1900000000.0,644000000.0,27490000000.0,19077000000.0
December 2018,2115000000.0,355000000.0,25413000000.0,16948000000.0
March 2019,1660000000.0,566000000.0,28349000000.0,19673000000.0
June 2019,1703000000.0,940000000.0,28913000000.0,20160000000.0
September 2019,1889000000.0,689000000.0,29180000000.0,20324000000.0
December 2019,2129000000.0,512000000.0,29074000000.0,19888000000.0
March 2020,2117000000.0,473000000.0,34633000000.0,24551000000.0
June 2020,2354000000.0,1828000000.0,38455000000.0,27868000000.0
September 2020,2513000000.0,1340000000.0,38477000000.0,27031000000.0
December 2020,3068000000.0,-274000000.0,34969000000.0,23641000000.0
March 2021,2007000000.0,828000000.0,37415000000.0,25526000000.0
June 2021,2116000000.0,588000000.0,38070000000.0,25790000000.0
September 2021,2603000000.0,1531000000.0,45320000000.0,25815000000.0
December 2021,3395000000.0,-14000000.0,44358000000.0,24893000000.0
March 2022,2886000000.0,930000000.0,46308000000.0,26840000000.0
June 2022,3173000000.0,696000000.0,46820000000.0,27217000000.0
