,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,751864.75,722282.25,-1293782.75,,
March 2010,751864.75,722282.25,-1293782.75,,
June 2010,751864.75,722282.25,-1293782.75,,
September 2010,751864.75,722282.25,-1293782.75,,
December 2010,776912.0,760978.0,-1526109.0,,
March 2011,731806.0,618011.0,-1287040.0,,
June 2011,879644.0,774748.0,-1773498.0,,
September 2011,736411.0,718868.0,-2791389.0,,
December 2011,649679.0,686035.0,-886085.0,,
March 2012,604211.0,521560.0,-877109.0,,
June 2012,458412.0,433682.0,-629102.0,,
September 2012,499204.0,1224985.0,-1860503.0,,
December 2012,,2072799.0,-2094987.0,,
March 2013,,1844275.0,-2476453.0,,
June 2013,,2203400.0,-2581892.0,,
September 2013,,1869372.0,-2926754.0,,
December 2013,,1931545.0,-3614428.0,,
March 2014,,1842996.0,-3249443.0,,
June 2014,,1103094.0,411001.0,,
September 2014,,1531226.0,-3153444.0,,
December 2014,,1773368.0,3752220.0,,
March 2015,,1956277.0,-2236671.0,,
June 2015,,1422844.0,-1602179.0,,
September 2015,,1073457.0,-1292413.0,,
December 2015,458051.0,873423.0,-1593089.0,,
March 2016,392589.0,658953.0,-1271894.0,,
June 2016,292063.0,631226.0,-1103775.0,,
September 2016,413756.0,546239.0,-1047670.0,,
December 2016,451630.0,859885.0,-3598035.0,,
March 2017,431124.0,699345.0,160489.0,,
June 2017,362968.0,1508005.0,-1794400.0,,
September 2017,351828.0,1343447.0,-1785820.0,,
December 2017,777873.0,990036.0,-1838072.0,,
March 2018,660193.0,908767.0,-1378534.0,,
June 2018,2942071.0,2703752.0,-5476926.0,,
September 2018,2432906.0,2309275.0,-5302493.0,,
December 2018,2247272.0,2066456.0,-3709766.5,,
March 2019,1269393.0,1281966.0,-3709766.5,,
June 2019,1085574.0,1056963.0,-2140028.0,,
September 2019,871188.0,1257443.0,-2087493.0,,
December 2019,1490588.0,1139281.0,-2592543.0,,
March 2020,1228790.0,1441347.0,-2640093.0,,
June 2020,1254131.0,,-2561684.0,,
September 2020,407696.0,,-2224035.0,,
December 2020,827651.0,,-2208000.0,,
March 2021,1022000.0,,-2398851.0,,
June 2021,2166622.0,,-4333989.0,,
September 2021,2173419.0,,-4013560.0,,
December 2021,1838000.0,,-3829000.0,,
March 2022,1735000.0,,-3544000.0,,
June 2022,1445000.0,,-2746000.0,,
