,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,145579250.0,45551000.0,,
June 2008,145579250.0,45551000.0,,
September 2008,145579250.0,45551000.0,,
December 2008,145579250.0,45551000.0,,
March 2009,127795000.0,36768000.0,,
June 2009,136974000.0,44819000.0,,
September 2009,137895000.0,39986000.0,,
December 2009,140285000.0,39183000.0,2981894000.0,1977365000.0
March 2010,122797000.0,21817000.0,,
June 2010,120725000.0,27141000.0,2816359000.0,1859362000.0
September 2010,119450000.0,-175625000.0,2627504000.0,1889470000.0
December 2010,134836000.0,39976000.0,2755542000.0,1980167000.0
March 2011,113911000.0,24594000.0,2750013000.0,1941871000.0
June 2011,130562000.0,28809000.0,2896574000.0,1809354000.0
September 2011,131780000.0,40758000.0,2899173000.0,1826315000.0
December 2011,141868000.0,36665000.0,3014076000.0,1936653000.0
March 2012,134504000.0,27145000.0,2944231000.0,1861627000.0
June 2012,137675000.0,33448000.0,2960729000.0,1886878000.0
September 2012,134477000.0,39581000.0,3053461000.0,1985913000.0
December 2012,149586000.0,46410000.0,3107070000.0,2044453000.0
March 2013,138510000.0,30167000.0,3014716000.0,1962193000.0
June 2013,139623000.0,21014000.0,3105336000.0,2058697000.0
September 2013,149722000.0,26690000.0,3506759000.0,1968486000.0
December 2013,152794000.0,45921000.0,3465915000.0,1930105000.0
March 2014,143854000.0,41261000.0,3407516000.0,1881180000.0
June 2014,151461000.0,39913000.0,3404895000.0,1887833000.0
September 2014,159983000.0,45024000.0,3434667000.0,1926670000.0
December 2014,171180000.0,42466000.0,3388967000.0,1886603000.0
March 2015,161591000.0,32849000.0,3315582000.0,1827293000.0
June 2015,161391000.0,46849000.0,3417786000.0,1937734000.0
September 2015,165135000.0,41522000.0,3483429000.0,2015146000.0
December 2015,168456000.0,51066000.0,3506706000.0,2066112000.0
March 2016,167402000.0,34348000.0,3449659000.0,1980927000.0
June 2016,181811000.0,55380000.0,3800366000.0,2141908000.0
September 2016,181441000.0,51531000.0,3894953000.0,2247116000.0
December 2016,196413000.0,40676000.0,3894170000.0,2210847000.0
March 2017,183001000.0,52640000.0,3805162000.0,2041792000.0
June 2017,181337000.0,56758000.0,3847574000.0,2099836000.0
September 2017,188565000.0,64597000.0,3966321000.0,2231972000.0
December 2017,205811000.0,53201000.0,3965904000.0,2284509000.0
March 2018,190288000.0,55374000.0,3841999000.0,2169777000.0
June 2018,189907000.0,70816000.0,3869401000.0,2190223000.0
September 2018,197334000.0,79373000.0,3995893000.0,2324192000.0
December 2018,221628000.0,77968000.0,4088807000.0,2386207000.0
March 2019,206169000.0,72410000.0,4278324000.0,2313861000.0
June 2019,226248000.0,83972000.0,4393578000.0,2420635000.0
September 2019,220119000.0,81834000.0,4532721000.0,2558113000.0
December 2019,240917000.0,86924000.0,4830358000.0,2659883000.0
March 2020,226997000.0,75665000.0,4835547000.0,2685388000.0
June 2020,205174000.0,-83689000.0,4590423000.0,2679080000.0
September 2020,226793000.0,61186000.0,4829985000.0,2897090000.0
December 2020,244620000.0,79781000.0,5063840000.0,3120936000.0
March 2021,224069000.0,84774000.0,5061189000.0,3105631000.0
June 2021,242921000.0,97350000.0,5133170000.0,3113354000.0
September 2021,243922000.0,99740000.0,5296678000.0,3226567000.0
December 2021,260025000.0,101668000.0,5441446000.0,3390994000.0
March 2022,252598000.0,73386000.0,5231154000.0,3216405000.0
June 2022,245364000.0,100664000.0,5146444000.0,3125540000.0
