,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,62638.0,34951.0,,,
June 2019,77948.0,38037.0,,,
September 2019,85104.0,-25465.0,,,
December 2019,113825.0,-185635.0,1047249.0,668145.0,
March 2020,135688.0,-123589.0,,,
June 2020,144298.0,-122326.0,1331590.0,786651.0,
September 2020,396515.0,-432279.0,1437620.0,762730.0,
December 2020,158642.0,-156580.0,1591287.0,628825.0,
March 2021,141811.0,-195500.0,2262353.0,1103679.0,
June 2021,111367.0,-240680.0,2424729.0,1159287.0,
September 2021,226476.0,-221683.0,2714868.0,1318884.0,
December 2021,494842.0,-743545.0,3011685.0,764604.0,2247081.0
March 2022,255087.0,107620.0,3756809.0,1548218.0,
June 2022,207533.0,139871.0,3795226.0,1723496.0,2071730.0
