,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,1657000.0,0.0,,-1657000.0,0.0,0.0
June 2016,17135000.0,14573000.0,,-18970000.0,,
September 2016,6720000.0,3753000.0,,-34712000.0,1995000.0,111000.0
December 2016,9056000.0,6158000.0,,-8083000.0,194061000.0,193490000.0
March 2017,22946000.0,19016000.0,,-21675000.0,185278000.0,184164000.0
June 2017,21890000.0,17708000.0,,-23317000.0,163399000.0,159373000.0
September 2017,30311000.0,24170000.0,,-29908000.0,136133000.0,133070000.0
December 2017,41515000.0,34875000.0,,-41777000.0,137977000.0,134759000.0
March 2018,47347000.0,40079000.0,,-48253000.0,119101000.0,114763000.0
June 2018,60083000.0,51341000.0,10554750.0,-62134000.0,154348000.0,150192000.0
September 2018,64123000.0,53813000.0,10554750.0,-65770000.0,168166000.0,163533000.0
December 2018,69120000.0,58434000.0,10554750.0,-70633000.0,201670000.0,196166000.0
March 2019,71500000.0,59019000.0,10554750.0,-75014000.0,172977000.0,166792000.0
June 2019,65269000.0,51117000.0,15377500.0,-67904000.0,250873000.0,235758000.0
September 2019,67406000.0,50803000.0,15377500.0,-70568000.0,184002000.0,167579000.0
December 2019,78069000.0,48927000.0,29142000.0,-85604000.0,129507000.0,110974000.0
March 2020,64143000.0,41713000.0,22430000.0,-64913000.0,105926000.0,87910000.0
June 2020,67014000.0,44186000.0,22828000.0,-32860000.0,126682000.0,109066000.0
September 2020,71837000.0,40521000.0,31316000.0,-67062000.0,135773000.0,116908000.0
December 2020,79696000.0,30453000.0,49243000.0,-73849000.0,774214000.0,754027000.0
March 2021,,21553000.0,78036000.0,-81363000.0,725027000.0,704645000.0
June 2021,,30880000.0,61212000.0,-61660000.0,727770000.0,702135000.0
September 2021,,26280000.0,58781000.0,-21591000.0,679540000.0,654666000.0
December 2021,,25726000.0,72125000.0,-63445000.0,604292000.0,574754000.0
March 2022,,24517000.0,67246000.0,-59285000.0,520011000.0,488145000.0
June 2022,,23890000.0,79032000.0,-21239000.0,460130000.0,426829000.0
