,OperatingExpenses,NetIncomeLoss,Assets
March 2009,74283.25,-6771141.25,
June 2009,74283.25,-6771141.25,
September 2009,74283.25,-6771141.25,
December 2009,74283.25,-6771141.25,
March 2010,3534081.0,-8025935.5,
June 2010,3388107.0,-8025935.5,
September 2010,94577.0,25176910.0,
December 2010,-6567206.0,25031971.0,354307042.0
March 2011,132359.0,-18061471.0,
June 2011,118018.0,-1830231.0,370714696.0
September 2011,131995.0,12192211.0,387563220.0
December 2011,143580.0,-12762587.0,379058835.0
March 2012,139067.0,10636364.0,394426332.0
June 2012,149423.0,1187962.0,408589840.0
September 2012,253844.0,13716293.0,451936462.0
December 2012,272677.0,-21854365.0,455951513.0
March 2013,267958.0,24168718.0,497726848.0
June 2013,302939.0,20430700.0,611754272.0
September 2013,347115.0,-21013801.0,637581605.0
December 2013,390184.0,21080243.0,707252564.0
March 2014,377158.0,-78870116.0,661968832.0
June 2014,325842.0,24422499.0,641831980.0
September 2014,331639.0,77069112.0,673535134.0
December 2014,337638.0,77457440.0,771758295.0
March 2015,331256.0,54674736.0,883697805.0
June 2015,395614.0,-141541952.0,939773675.0
September 2015,456395.0,30230470.0,966025351.0
December 2015,434236.0,-7928506.0,939508209.0
March 2016,445359.0,-2605006.0,950139834.0
June 2016,442964.0,-34996166.0,903528310.0
September 2016,416243.0,-37780762.0,851987225.0
December 2016,405609.0,-35732901.0,774793051.0
March 2017,363332.0,-3562074.0,710912411.0
June 2017,352824.0,-27733669.0,618387419.0
September 2017,296548.0,9177156.0,565410513.0
December 2017,300092.0,38171129.0,557246428.0
March 2018,295216.0,-21008727.0,519893500.0
June 2018,276672.0,-9143835.0,473656480.0
September 2018,282906.0,-3231976.0,395247332.0
December 2018,228455.0,-9497231.0,345837743.0
March 2019,263524.0,13898279.0,335265263.0
June 2019,264280.0,18975549.0,334002477.0
September 2019,273180.0,22753594.0,349883032.0
December 2019,244017.0,-28759624.0,316235558.0
March 2020,229608.0,16987453.0,330613762.0
June 2020,236957.0,-18195425.0,305779330.0
September 2020,239824.0,-18327882.0,279144848.0
December 2020,158902.0,22311995.0,287853892.0
March 2021,202130.0,16983291.0,286099990.0
June 2021,204330.0,19241999.0,300136893.0
September 2021,218177.0,-3517025.0,295536576.0
December 2021,203310.0,2187209.0,301389079.0
March 2022,215236.0,61054787.0,379119416.0
June 2022,263109.0,45587523.0,451935661.0
