,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,,,,,,
June 2016,,,,,,
September 2016,,,,,,
December 2016,,,,,,
March 2017,28433000.0,3328750.0,28752250.0,1726500.0,,
June 2017,28433000.0,3328750.0,28752250.0,1726500.0,,
September 2017,28433000.0,3328750.0,28752250.0,1726500.0,,
December 2017,28433000.0,3328750.0,28752250.0,1726500.0,,
March 2018,33623000.0,3421000.0,28389000.0,-965000.0,,
June 2018,37051000.0,3270000.0,29266000.0,-5460000.0,,
September 2018,33146000.0,3606000.0,29671000.0,3104000.0,,
December 2018,40135000.0,4113000.0,10826000.0,198000.0,361186000.0,175562000.0
March 2019,45191000.0,4336000.0,32116000.0,-9351000.0,623726000.0,185938000.0
June 2019,45339000.0,3868000.0,41108000.0,188000.0,621411000.0,197320000.0
September 2019,44587000.0,4271000.0,34247000.0,-4852000.0,596866000.0,185987000.0
December 2019,217864000.0,4361000.0,50204000.0,-197341000.0,344509000.0,195814000.0
March 2020,58094000.0,4282000.0,37193000.0,-17863000.0,345070000.0,196660000.0
June 2020,46619000.0,3274000.0,32148000.0,-38564000.0,331813000.0,181183000.0
September 2020,42729000.0,2208000.0,27684000.0,122684000.0,168344000.0,152748000.0
December 2020,108326000.0,2183000.0,27365000.0,-100041000.0,122704000.0,104182000.0
March 2021,31483000.0,2875000.0,25943000.0,-15190000.0,144243000.0,120941000.0
June 2021,30882000.0,3183000.0,25541000.0,-16192000.0,169810000.0,149648000.0
September 2021,34610000.0,2901000.0,27564000.0,-7906000.0,156743000.0,136079000.0
December 2021,104965000.0,4929000.0,,-45363000.0,123799000.0,105672000.0
March 2022,23116000.0,4447000.0,,27000.0,121545000.0,101306000.0
June 2022,27599000.0,4082000.0,,-5688000.0,105697000.0,86802000.0
