,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,9993000.0,7943000.0,-9673000.0,,
June 2020,15516000.0,8484000.0,-15301000.0,,
September 2020,13131000.0,10812000.0,-13070000.0,,
December 2020,15258000.0,12442000.0,-15531000.0,106776000.0,78797000.0
March 2021,18062000.0,15374000.0,-18348000.0,,
June 2021,23021000.0,18933000.0,-23273000.0,495630000.0,402611000.0
September 2021,25827000.0,19545000.0,-26009000.0,469725000.0,300398000.0
December 2021,27973000.0,21796000.0,-28194000.0,437375000.0,228154000.0
March 2022,38494000.0,,-37513000.0,550308000.0,365262000.0
June 2022,32747000.0,,-30988000.0,532584000.0,383793000.0
