,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,7965000.0,319250.0,,
June 2009,,7965000.0,319250.0,,
September 2009,,7965000.0,319250.0,,
December 2009,,7965000.0,319250.0,,
March 2010,,7736500.0,109000.0,,
June 2010,,7736500.0,109000.0,,
September 2010,,8708000.0,1636000.0,,
December 2010,,8113000.0,1193000.0,74804000.0,67046000.0
March 2011,,7829000.0,1116000.0,,
June 2011,,7976000.0,1973000.0,,
September 2011,,9035000.0,84000.0,100897000.0,68043000.0
December 2011,,10016000.0,-526000.0,89837000.0,57878000.0
March 2012,,8542000.0,-1000000.0,96166000.0,65239000.0
June 2012,,8791000.0,1973000.0,,
September 2012,,11132000.0,3706000.0,83809000.0,54512000.0
December 2012,,8641000.0,3116000.0,79156000.0,52112000.0
March 2013,,8680000.0,-1000000.0,74185000.0,46737000.0
June 2013,,8244000.0,454000.0,71448000.0,43308000.0
September 2013,,7716000.0,3706000.0,95108000.0,63146000.0
December 2013,,7849000.0,-5778000.0,88609000.0,52458000.0
March 2014,,9891000.0,-5559000.0,67248000.0,31023000.0
June 2014,,9782000.0,-4346000.0,71635000.0,29037000.0
September 2014,,9743000.0,-774000.0,76508000.0,35394000.0
December 2014,,7181000.0,-1609000.0,73820000.0,33434000.0
March 2015,,8492000.0,-2746000.0,70176000.0,31465000.0
June 2015,,8297000.0,-2408000.0,69128000.0,31112000.0
September 2015,,8189000.0,-1406000.0,70601000.0,33004000.0
December 2015,,9312000.0,-9380000.0,59964000.0,25843000.0
March 2016,,9345000.0,-867000.0,56544000.0,23356000.0
June 2016,,9393000.0,-1912000.0,61035000.0,28708000.0
September 2016,,11670000.0,-91000.0,68870000.0,36801000.0
December 2016,,10926000.0,-4305000.0,56799000.0,25005000.0
March 2017,,9643000.0,-3099000.0,60117000.0,28669000.0
June 2017,,8744000.0,-3389000.0,56946000.0,24691000.0
September 2017,,9296000.0,-3044000.0,67096000.0,35013000.0
December 2017,,12469000.0,3699000.0,74421000.0,42150000.0
March 2018,2188750.0,10254000.0,-1986000.0,73120000.0,40401000.0
June 2018,2188750.0,9922000.0,-87000.0,58652000.0,25952000.0
September 2018,2188750.0,9851000.0,4113000.0,70974000.0,38073000.0
December 2018,2188750.0,14021000.0,-3680000.0,74489000.0,41232000.0
March 2019,2661750.0,10358000.0,-3413000.0,69489000.0,32367000.0
June 2019,2661750.0,10437000.0,-1741000.0,72558000.0,35879000.0
September 2019,2661750.0,10637000.0,2233000.0,84211000.0,46633000.0
December 2019,2661750.0,15887000.0,-3480000.0,77692000.0,40245000.0
March 2020,3657000.0,11839000.0,-2244000.0,77336000.0,39463000.0
June 2020,3815000.0,12507000.0,266000.0,85390000.0,46948000.0
September 2020,3598000.0,12049000.0,-200000.0,85834000.0,46069000.0
December 2020,3173000.0,25728000.0,3865000.0,183817000.0,144114000.0
March 2021,4061000.0,27851000.0,-14778000.0,194240000.0,153166000.0
June 2021,5327000.0,40005000.0,-18729000.0,220094000.0,178403000.0
September 2021,5396000.0,31321000.0,-5387000.0,242667000.0,192300000.0
December 2021,4312000.0,28316000.0,-4240000.0,246081000.0,191714000.0
March 2022,5430000.0,33605000.0,-14983000.0,244021000.0,187735000.0
June 2022,4489000.0,33095000.0,-12289000.0,241958000.0,184619000.0
