,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2006,5962.916666666667,-3764.5,,,
December 2006,5962.916666666667,-3764.5,,,
March 2007,5962.916666666667,-3764.5,,,
June 2007,5962.916666666667,-3764.5,,,
September 2007,5962.916666666667,-5025.5,,,
December 2007,5962.916666666667,-5025.5,,,
March 2008,5962.916666666667,-5025.5,,,
June 2008,5962.916666666667,-5025.5,,,
September 2008,5962.916666666667,-4455.0,,,
December 2008,5962.916666666667,-4455.0,,,
March 2009,5962.916666666667,-4455.0,,,
June 2009,5962.916666666667,-4455.0,,,
September 2009,168625.75,-172323.0,,,
December 2009,168625.75,-172323.0,,,
March 2010,168625.75,-172323.0,,,
June 2010,168625.75,-172323.0,,,
September 2010,2714713.0,-2728494.0,221258.0,72869.0,
December 2010,228232.0,-249606.0,,,
March 2011,538061.0,-444620.0,,,
June 2011,-57807.0,-78056.0,,,
September 2011,151156.0,-437171.0,412050.0,146357.0,
December 2011,340741.0,-364491.0,35908.0,35908.0,
March 2012,13701.0,-38261.0,19713.0,19713.0,
June 2012,30653.0,-56963.0,19661.0,19661.0,
September 2012,1631.0,-25955.0,977.0,977.0,
December 2012,956.0,-25023.0,,,
March 2013,1499.0,-26211.0,0.0,,
June 2013,-6027.0,-18684.0,2.0,,
September 2013,1500.0,-25943.0,,,
December 2013,1500.0,-25943.0,,,
March 2014,1500.0,-26212.0,,,
June 2014,23882.0,-48594.0,,,
September 2014,81.0,-23540.0,,,
December 2014,121.0,-22683.0,,,
March 2015,1262.0,-25974.0,,,
June 2015,,-28627.0,,,
September 2015,,-162426.0,37.0,,
December 2015,,-22683.0,763.0,,
March 2016,,-32784.0,234.0,,
June 2016,,52563.0,1949.0,,
September 2016,,-30580.0,866.0,,
December 2016,,6300.0,2683.0,,
March 2017,,-38332.0,806.0,,
June 2017,,-129958.0,4432.0,,
September 2017,130814.0,-34071.0,2145.0,,
December 2017,130814.0,-271305.0,1523.0,,
March 2018,12414.0,-35992.0,206.0,,
June 2018,54635.0,-84019.0,130.0,,
September 2018,1316.0,-25758.0,0.0,0.0,
December 2018,1518.0,1731513.0,82.0,,
March 2019,6528.0,1536.0,64.0,,
June 2019,38386.0,-30195.0,869764.0,64460.0,
September 2019,11880.0,-10641.0,865051.0,65959.0,799092.0
December 2019,11890.0,-43222.0,860508.0,67577.0,792931.0
March 2020,26716.0,-25809.0,834560.0,,786724.0
June 2020,16331.0,-26755.0,855662.0,75053.0,780609.0
September 2020,12633.0,-28960.0,797252.0,25999.0,
December 2020,22767.0,-39041.0,786765.0,25852.0,
March 2021,22826.0,-40115.0,777340.0,26653.0,
June 2021,82417.0,-809321.0,762475.0,22242.0,
September 2021,15926.0,-13547.0,514445.0,514445.0,
