,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,18292750.0,12471500.0,2508750.0,,,
September 2009,18292750.0,12471500.0,2508750.0,,,
December 2009,18292750.0,12471500.0,2508750.0,,,
March 2010,18292750.0,12471500.0,2508750.0,,,
June 2010,21070000.0,14954000.0,1340000.0,,,
September 2010,23286000.0,16836000.0,2746000.0,,,
December 2010,21479000.0,15272000.0,3867000.0,,,
March 2011,24565000.0,17412000.0,2313000.0,,,
June 2011,23635000.0,16775000.0,1023000.0,77938000.0,51835000.0,4838000.0
September 2011,27187000.0,19387000.0,1943000.0,78432000.0,50378000.0,5002000.0
December 2011,28595000.0,21040000.0,519000.0,92534000.0,50556000.0,5147000.0
March 2012,30317000.0,20274000.0,1564000.0,92276000.0,47396000.0,5294000.0
June 2012,29472000.0,20421000.0,-164000.0,83098000.0,37252000.0,5350000.0
September 2012,29637000.0,20386000.0,2865000.0,82895000.0,35393000.0,5394000.0
December 2012,29149000.0,20658000.0,1599000.0,84105000.0,34920000.0,5393000.0
March 2013,30908000.0,21441000.0,1146000.0,88422000.0,38646000.0,4665000.0
June 2013,31291000.0,22222000.0,-329000.0,88082000.0,38544000.0,4594000.0
September 2013,30867000.0,21543000.0,1362000.0,86278000.0,38353000.0,4067000.0
December 2013,29776000.0,21325000.0,1117000.0,89588000.0,39130000.0,7341000.0
March 2014,29566000.0,20196000.0,1335000.0,87301000.0,38301000.0,5118000.0
June 2014,25768000.0,18642000.0,2170000.0,88457000.0,40280000.0,4919000.0
September 2014,25940000.0,17301000.0,2826000.0,88389000.0,45027000.0,3043000.0
December 2014,26502000.0,17896000.0,1464000.0,90297000.0,48427000.0,2890000.0
March 2015,27929000.0,19462000.0,256000.0,88817000.0,48209000.0,2737000.0
June 2015,26565000.0,19003000.0,-1309000.0,86544000.0,47441000.0,2713000.0
September 2015,27097000.0,18805000.0,-1178000.0,82057000.0,44321000.0,2590000.0
December 2015,25522000.0,17672000.0,-1891000.0,77195000.0,40248000.0,2752000.0
March 2016,24522000.0,16731000.0,-970000.0,73759000.0,38714000.0,
June 2016,24005000.0,16482000.0,-2056000.0,70716000.0,34074000.0,
September 2016,22976000.0,15425000.0,-752000.0,64382000.0,30125000.0,
December 2016,23543000.0,15321000.0,-2536000.0,63587000.0,29748000.0,
March 2017,23301000.0,14411000.0,-931000.0,59622000.0,25197000.0,
June 2017,9317000.0,15508000.0,-3828000.0,57592000.0,23460000.0,
September 2017,9670000.0,15308000.0,-3777000.0,51385000.0,18222000.0,
December 2017,21813000.0,13817000.0,-3707000.0,46650000.0,15477000.0,
March 2018,13505000.0,-14103000.0,-849000.0,43255000.0,12983000.0,
June 2018,11325000.0,13072000.0,-4954000.0,48807000.0,10437000.0,
September 2018,11244000.0,11133000.0,-11307000.0,45600000.0,8113000.0,
December 2018,11167000.0,9052000.0,-4565000.0,34900000.0,3792000.0,
March 2019,10420000.0,-2999000.0,-4267000.0,32189000.0,3822000.0,
