,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2015,911.0,,-911.0,,
December 2015,911.0,,-911.0,,
March 2016,911.0,,-911.0,,
June 2016,30.0,,-30.0,,
September 2016,30.0,,-30.0,,
December 2016,0.0,,0.0,,
March 2017,0.0,,0.0,194742.0,25000.0
June 2017,22525.0,,-31716.0,146021746.0,843437.0
September 2017,104638.0,,246452.0,146234193.0,704794.0
December 2017,97330.0,,251706.0,146499791.0,621356.0
March 2018,81750.0,533500.0,389965.0,146893595.0,543445.0
June 2018,158170.0,533500.0,443788.0,147405172.0,453064.0
September 2018,674672.0,549000.0,2020.0,147940218.0,311426.0
December 2018,331295.0,438000.0,503566.0,148549817.0,86157.0
March 2019,2964000.0,572000.0,-5156000.0,12439724.0,81744.0
June 2019,931619.0,518000.0,-3692000.0,12493086.0,61032.0
September 2019,5945000.0,757000.0,-5726000.0,23988000.0,23694000.0
December 2019,7824381.0,650000.0,-5115000.0,18211000.0,17150000.0
March 2020,7355000.0,897000.0,-6897000.0,71967000.0,70064000.0
June 2020,8826000.0,864000.0,-9417000.0,64690000.0,62454000.0
September 2020,9151000.0,1618000.0,-9281000.0,57025000.0,54534000.0
December 2020,9861000.0,1914000.0,-9654000.0,69780000.0,66882000.0
March 2021,13935000.0,2251000.0,-15068000.0,265025000.0,261734000.0
June 2021,17802000.0,3594000.0,-17102000.0,275700000.0,272248000.0
September 2021,20451000.0,4426000.0,-20112000.0,269905000.0,254257000.0
December 2021,26484000.0,5990000.0,-26053000.0,248309000.0,232824000.0
March 2022,30355000.0,6338000.0,-30108000.0,239522000.0,208124000.0
June 2022,30794000.0,6915000.0,-29580000.0,216112000.0,183865000.0
