,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,456500.0,9034750.0,,,,
December 2009,456500.0,9034750.0,,,,
March 2010,456500.0,9034750.0,,,,
June 2010,456500.0,9034750.0,,,,
September 2010,483250.0,9386000.0,,,,
December 2010,483250.0,9438000.0,,,,
March 2011,483250.0,9129000.0,,,,
June 2011,483250.0,8378000.0,,,,
September 2011,501500.0,12407000.0,,,,
December 2011,501500.0,9725000.0,,,,
March 2012,501500.0,11743000.0,,,,
June 2012,501500.0,13428000.0,,,,
September 2012,655000.0,10820000.0,3646500.0,,,
December 2012,655000.0,12834000.0,3646500.0,,,
March 2013,655000.0,12209000.0,3646500.0,,,
June 2013,655000.0,11695000.0,3646500.0,,,
September 2013,646750.0,12158000.0,2089000.0,,,
December 2013,646750.0,11159000.0,2089000.0,,,
March 2014,646750.0,12894000.0,2089000.0,,,
June 2014,646750.0,11021000.0,2089000.0,,,
September 2014,702250.0,10609000.0,2842000.0,,,
December 2014,702250.0,10952000.0,2842000.0,,,
March 2015,702250.0,12524000.0,2842000.0,,,
June 2015,702250.0,10919000.0,2842000.0,,,
September 2015,756250.0,12877000.0,3403250.0,,,
December 2015,756250.0,13662000.0,3403250.0,,,
March 2016,756250.0,19803000.0,3403250.0,,,
June 2016,756250.0,15394000.0,3403250.0,,,
September 2016,803750.0,17679000.0,2698000.0,,,
December 2016,803750.0,13538000.0,2698000.0,,,
March 2017,803750.0,14035000.0,2698000.0,,,
June 2017,803750.0,13230000.0,2698000.0,,,
September 2017,857500.0,14760000.0,3050000.0,,,
December 2017,857500.0,14883000.0,-1096000.0,,,
March 2018,857500.0,14629000.0,3585000.0,,,
June 2018,857500.0,13060000.0,2701000.0,,,
September 2018,800500.0,15007000.0,906000.0,,,
December 2018,800500.0,12577000.0,2287000.0,,,
March 2019,800500.0,14507000.0,5619000.0,,,
June 2019,800500.0,13157000.0,3799000.0,,,
September 2019,691250.0,15814000.0,3536000.0,,,
December 2019,691250.0,13085000.0,4830000.0,,,
March 2020,691250.0,15685000.0,4648000.0,,,
June 2020,691250.0,12295000.0,5886000.0,,,
September 2020,634750.0,15127000.0,3984000.0,,,
December 2020,634750.0,13928000.0,4299000.0,,,
March 2021,634750.0,14592000.0,2227000.0,,,
June 2021,634750.0,8558000.0,603000.0,,,
September 2021,526500.0,13373000.0,585000.0,,,
December 2021,526500.0,13668000.0,2002000.0,,,
March 2022,526500.0,14013000.0,-2109000.0,,,
June 2022,526500.0,10996000.0,5196000.0,,,
