,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,10941750.0,909000.0,,
June 2009,10941750.0,909000.0,,
September 2009,10941750.0,909000.0,,
December 2009,10941750.0,909000.0,,
March 2010,11984000.0,-2466000.0,,
June 2010,14068000.0,8135000.0,,
September 2010,15506000.0,5092000.0,,
December 2010,15515000.0,4529000.0,477276000.0,342097000.0
March 2011,18149000.0,10654000.0,,
June 2011,16083000.0,9461000.0,491472000.0,357056000.0
September 2011,16423000.0,13721000.0,498429000.0,362652000.0
December 2011,13922000.0,16295000.0,516146000.0,377054000.0
March 2012,15077000.0,6694000.0,522573000.0,377919000.0
June 2012,15327000.0,2370000.0,466899000.0,310550000.0
September 2012,15726000.0,5527000.0,475872000.0,313971000.0
December 2012,14851000.0,5520000.0,472467000.0,306850000.0
March 2013,15147000.0,6395000.0,472598000.0,307687000.0
June 2013,16213000.0,15502000.0,498075000.0,307911000.0
September 2013,17126000.0,13802000.0,525697000.0,330589000.0
December 2013,15967000.0,11212000.0,525826000.0,330066000.0
March 2014,15451000.0,10854000.0,534445000.0,336068000.0
June 2014,18235000.0,10154000.0,542664000.0,340269000.0
September 2014,17442000.0,11063000.0,564353000.0,352488000.0
December 2014,17748000.0,5053000.0,572751000.0,345315000.0
March 2015,16031000.0,10789000.0,572508000.0,337047000.0
June 2015,15857000.0,11353000.0,585124000.0,341474000.0
September 2015,16063000.0,14511000.0,603315000.0,351388000.0
December 2015,16542000.0,10952000.0,628116000.0,370155000.0
March 2016,17309000.0,8599000.0,619844000.0,356401000.0
June 2016,16726000.0,7839000.0,636097000.0,361281000.0
September 2016,18721000.0,5999000.0,644479000.0,366381000.0
December 2016,16595000.0,11402000.0,657964000.0,376382000.0
March 2017,18737000.0,13632000.0,679128000.0,395810000.0
June 2017,19319000.0,10933000.0,695298000.0,409164000.0
September 2017,19142000.0,13964000.0,708365000.0,422643000.0
December 2017,19528000.0,28488000.0,733975000.0,446984000.0
March 2018,22887000.0,11353000.0,742847000.0,452542000.0
June 2018,21498000.0,18089000.0,754714000.0,461185000.0
September 2018,24214000.0,23678000.0,799043000.0,503336000.0
December 2018,21613000.0,25030000.0,818060000.0,519237000.0
March 2019,24999000.0,13411000.0,816963000.0,512055000.0
June 2019,23846000.0,17782000.0,854181000.0,541954000.0
September 2019,22672000.0,16401000.0,870247000.0,544710000.0
December 2019,22925000.0,10535000.0,883154000.0,549238000.0
March 2020,22290000.0,18607000.0,866346000.0,525978000.0
June 2020,20755000.0,12347000.0,884045000.0,533882000.0
September 2020,26350000.0,21012000.0,941521000.0,564709000.0
December 2020,27613000.0,24100000.0,966454000.0,555133000.0
March 2021,31152000.0,41189000.0,1030186000.0,596298000.0
June 2021,41140000.0,183053000.0,1274904000.0,823325000.0
September 2021,43816000.0,175538000.0,1393381000.0,925911000.0
December 2021,52435000.0,141642000.0,1530536000.0,1035050000.0
March 2022,36212000.0,161531000.0,1660224000.0,1135220000.0
June 2022,50405000.0,210538000.0,1768782000.0,1207068000.0
