,NetIncomeLoss,Assets
September 2009,1760250.0,
December 2009,1760250.0,
March 2010,1760250.0,
June 2010,1760250.0,
September 2010,675000.0,
December 2010,675000.0,
March 2011,642000.0,
June 2011,-16729000.0,1637643000.0
September 2011,284000.0,
December 2011,843000.0,
March 2012,2016000.0,1564351000.0
June 2012,1384000.0,1720056000.0
September 2012,1152000.0,
December 2012,2268000.0,1586860000.0
March 2013,2615000.0,1596201000.0
June 2013,3018000.0,1583323000.0
September 2013,3327000.0,1673526000.0
December 2013,2876000.0,1629325000.0
March 2014,2606000.0,1632308000.0
June 2014,1533000.0,2074454000.0
September 2014,2256000.0,2213895000.0
December 2014,2049000.0,2640387000.0
March 2015,1162000.0,2608637000.0
June 2015,2558000.0,2783114000.0
September 2015,2564000.0,2726000000.0
December 2015,2449000.0,2728552000.0
March 2016,3141000.0,2759801000.0
June 2016,3302000.0,2717677000.0
September 2016,3824000.0,2754109000.0
December 2016,2983000.0,2774240000.0
March 2017,274000.0,3165446000.0
June 2017,4766000.0,3206533000.0
September 2017,5567000.0,3249998000.0
December 2017,-10666000.0,3250588000.0
March 2018,6127000.0,3270863000.0
June 2018,7207000.0,3304169000.0
September 2018,7790000.0,3353959000.0
December 2018,8041000.0,3413099000.0
March 2019,3302000.0,3457737000.0
June 2019,8013000.0,3476178000.0
September 2019,8804000.0,3655309000.0
December 2019,9191000.0,3470232000.0
March 2020,1193000.0,3548033000.0
June 2020,3595000.0,3722852000.0
September 2020,5753000.0,3674034000.0
December 2020,9461000.0,3679971000.0
March 2021,7869000.0,3648613000.0
June 2021,-7408000.0,3524723000.0
September 2021,10527000.0,3481360000.0
December 2021,11078000.0,3502819000.0
March 2022,8023000.0,3541785000.0
June 2022,6025000.0,3549204000.0
