,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,19674000.0,-3908750.0,,,
June 2010,19674000.0,-3908750.0,,,
September 2010,19674000.0,-3908750.0,,,
December 2010,19674000.0,-3908750.0,,,
March 2011,29299000.0,-16132000.0,,,
June 2011,40985000.0,23549000.0,,,
September 2011,43348000.0,48512000.0,,,
December 2011,77073000.0,-39272000.0,624656000.0,48110000.0,
March 2012,46068000.0,-17507000.0,688609000.0,42309000.0,
June 2012,45195000.0,-112377000.0,791235000.0,55140000.0,
September 2012,54499000.0,-17803000.0,856285000.0,36274000.0,
December 2012,81368000.0,-2410000.0,1684010000.0,89472000.0,
March 2013,73082000.0,-7949000.0,1819484000.0,135283000.0,
June 2013,104061000.0,3338000.0,2565844000.0,127598000.0,
September 2013,122376000.0,-23606000.0,2704470000.0,165668000.0,
December 2013,577396000.0,-315768000.0,2342107000.0,192597000.0,
March 2014,196640000.0,-83645000.0,2330012000.0,191959000.0,
June 2014,116325000.0,-2098000.0,2243284000.0,189767000.0,
September 2014,113670000.0,74597000.0,2279968000.0,174850000.0,
December 2014,106715000.0,128075000.0,2475793000.0,273125000.0,
March 2015,277299000.0,-193554000.0,2271599000.0,215083000.0,
June 2015,628338000.0,-598437000.0,1796238000.0,292863000.0,
September 2015,564153000.0,-494342000.0,1298061000.0,271158000.0,
December 2015,539158000.0,-510862000.0,679167000.0,145802000.0,
March 2016,187080000.0,-179274000.0,782845000.0,344702000.0,
June 2016,115318000.0,8962000.0,729294000.0,333885000.0,
September 2016,77137000.0,-38384000.0,695692000.0,328045000.0,
December 2016,37852000.0,9930000.0,760939000.0,123889000.0,
March 2017,45553000.0,18485000.0,789338000.0,132963000.0,
June 2017,45709000.0,13742000.0,801648000.0,131592000.0,
September 2017,44403000.0,3663000.0,805039000.0,114864000.0,
December 2017,172582000.0,-120967000.0,688128000.0,106688000.0,6978000.0
March 2018,43093000.0,3239000.0,645622000.0,45969000.0,
June 2018,42569000.0,-1542000.0,602586000.0,43904000.0,
September 2018,35595000.0,11516000.0,609999000.0,41125000.0,
December 2018,33129000.0,79247000.0,605495000.0,45978000.0,6048000.0
March 2019,38984000.0,-17807000.0,572797000.0,23709000.0,10410000.0
June 2019,61374000.0,-36948000.0,536630000.0,22724000.0,
September 2019,,5157000.0,914629000.0,76915000.0,
December 2019,,-27518000.0,877539000.0,52587000.0,
March 2020,,,507125000.0,116381000.0,
June 2020,,,453683000.0,84773000.0,
September 2020,,,421694000.0,62502000.0,
December 2020,,,384759000.0,56837000.0,
March 2021,,-19328000.0,391558000.0,64522000.0,
June 2021,,-35023000.0,395325000.0,67367000.0,
September 2021,,,405917000.0,72832000.0,
December 2021,,,455100000.0,125784000.0,
March 2022,,-48614000.0,456130000.0,122037000.0,
June 2022,,29220000.0,456531000.0,110223000.0,
