,NetIncomeLoss,Assets
March 2007,215075000.0,
June 2007,215075000.0,
September 2007,215075000.0,
December 2007,215075000.0,
March 2008,182400000.0,
June 2008,176600000.0,
September 2008,98300000.0,
December 2008,800000.0,128182400000.0
March 2009,121000000.0,
June 2009,158600000.0,130706600000.0
September 2009,192900000.0,137379500000.0
December 2009,150200000.0,137759400000.0
March 2010,199000000.0,140836700000.0
June 2010,142300000.0,136596500000.0
September 2010,150400000.0,143456600000.0
December 2010,207600000.0,145631100000.0
March 2011,190200000.0,147549700000.0
June 2011,225600000.0,149278400000.0
September 2011,71900000.0,143302300000.0
December 2011,227300000.0,147361700000.0
March 2012,209700000.0,153738200000.0
June 2012,175900000.0,152050700000.0
September 2012,187900000.0,159193300000.0
December 2012,223200000.0,161926500000.0
March 2013,186500000.0,200762900000.0
June 2013,230600000.0,196512700000.0
September 2013,253900000.0,201687400000.0
December 2013,241700000.0,208191400000.0
March 2014,301900000.0,211193900000.0
June 2014,314600000.0,218322300000.0
September 2014,248900000.0,216422800000.0
December 2014,278700000.0,219087000000.0
March 2015,422400000.0,222494900000.0
June 2015,257600000.0,222270700000.0
September 2015,300400000.0,215365400000.0
December 2015,253600000.0,218685900000.0
March 2016,368000000.0,217570000000.0
June 2016,322300000.0,223074200000.0
September 2016,308200000.0,230367600000.0
December 2016,318000000.0,228014300000.0
March 2017,348900000.0,235496000000.0
June 2017,309500000.0,240153900000.0
September 2017,810200000.0,247933600000.0
December 2017,841800000.0,253941200000.0
March 2018,397100000.0,253636500000.0
June 2018,456600000.0,252104000000.0
September 2018,456300000.0,258758300000.0
December 2018,236500000.0,243036100000.0
March 2019,429900000.0,259419900000.0
June 2019,386300000.0,267918000000.0
September 2019,277100000.0,270238400000.0
December 2019,300900000.0,276087800000.0
March 2020,288900000.0,246903900000.0
June 2020,398300000.0,271309400000.0
September 2020,236000000.0,278484800000.0
December 2020,472600000.0,296627700000.0
March 2021,517100000.0,295634600000.0
June 2021,361800000.0,302165500000.0
September 2021,359900000.0,298908400000.0
December 2021,471800000.0,304657200000.0
March 2022,376200000.0,291538500000.0
June 2022,3059400000.0,293220200000.0
