,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,3027750.0,1940750.0,,,
June 2009,3027750.0,1940750.0,,,
September 2009,3027750.0,1940750.0,,,
December 2009,3027750.0,1940750.0,,,
March 2010,3606000.0,2136000.0,,,
June 2010,3908000.0,1616000.0,,,
September 2010,3940000.0,2765000.0,,,
December 2010,4257000.0,2742000.0,131143000.0,85697000.0,
March 2011,4377000.0,3231000.0,,,
June 2011,5016000.0,2196000.0,143997000.0,98450000.0,
September 2011,5266000.0,2735000.0,151182000.0,106408000.0,
December 2011,5563000.0,3876000.0,166051000.0,122009000.0,44042000.0
March 2012,6657000.0,3123000.0,178198000.0,133963000.0,
June 2012,7219000.0,140000.0,187698000.0,129801000.0,57897000.0
September 2012,8005000.0,1600000.0,196533000.0,135618000.0,60915000.0
December 2012,8170000.0,1492000.0,208576000.0,136154000.0,72422000.0
March 2013,8021000.0,-232000.0,203471000.0,130879000.0,72592000.0
June 2013,9047000.0,-1830000.0,184601000.0,112793000.0,71808000.0
September 2013,10023000.0,-730000.0,193330000.0,121185000.0,72145000.0
December 2013,9306000.0,-707000.0,205090000.0,133182000.0,71908000.0
March 2014,8951000.0,-794000.0,196616000.0,122032000.0,74584000.0
June 2014,9336000.0,-1212000.0,197345000.0,119270000.0,78075000.0
September 2014,9712000.0,-1140000.0,211717000.0,131745000.0,79972000.0
December 2014,9330000.0,-4202000.0,239817000.0,93703000.0,146114000.0
March 2015,9800000.0,-2058000.0,236088000.0,90579000.0,145509000.0
June 2015,10109000.0,-5354000.0,238202000.0,91197000.0,147005000.0
September 2015,9567000.0,1925000.0,237236000.0,92695000.0,144541000.0
December 2015,9498000.0,-20957000.0,226194000.0,94382000.0,131812000.0
March 2016,9214000.0,-2663000.0,222556000.0,91160000.0,131396000.0
June 2016,10719000.0,-7766000.0,225488000.0,96882000.0,128606000.0
September 2016,9495000.0,-5879000.0,223711000.0,95706000.0,128005000.0
December 2016,10770000.0,-9565000.0,219638000.0,92151000.0,127487000.0
March 2017,9958000.0,-5676000.0,215363000.0,88485000.0,126878000.0
June 2017,9326000.0,-7533000.0,218763000.0,92320000.0,126443000.0
September 2017,9726000.0,-1310000.0,223568000.0,95726000.0,127842000.0
December 2017,11024000.0,-3672000.0,232799000.0,102844000.0,127487000.0
March 2018,13252000.0,-3203000.0,249060000.0,111248000.0,132273000.0
June 2018,14219000.0,-8321000.0,258421000.0,124957000.0,133464000.0
September 2018,13484000.0,-7043000.0,277854000.0,136800000.0,141054000.0
December 2018,14752000.0,-6465000.0,290103000.0,135085000.0,155143000.0
March 2019,18173000.0,-18890000.0,492211000.0,301554000.0,
June 2019,20182000.0,-23987000.0,496019000.0,291516000.0,
September 2019,20577000.0,-25872000.0,491929000.0,300746000.0,
December 2019,23213000.0,-27322000.0,512710000.0,278107000.0,234603000.0
March 2020,25716000.0,-37001000.0,489459000.0,248283000.0,
June 2020,26967000.0,-18627000.0,518157000.0,267679000.0,
September 2020,27736000.0,-38710000.0,528325000.0,285289000.0,
December 2020,27995000.0,-13256000.0,1006432000.0,748811000.0,257621000.0
March 2021,33455000.0,-21195000.0,1044537000.0,780453000.0,
June 2021,37526000.0,-21119000.0,1043757000.0,773489000.0,
September 2021,41734000.0,-32807000.0,1068909000.0,742691000.0,
December 2021,45675000.0,-49853000.0,1186656000.0,636276000.0,550380000.0
March 2022,56072000.0,-65364000.0,1204073000.0,619311000.0,
June 2022,55752000.0,-75411000.0,1154673000.0,574471000.0,
