,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,9390750.0,29568000.0,1911000.0,,,
June 2010,9390750.0,31447000.0,3837000.0,,,
September 2010,9390750.0,31011000.0,1252000.0,,,
December 2010,9390750.0,30006000.0,4530000.0,386736000.0,249976000.0,136760000.0
March 2011,8815750.0,32590000.0,2889000.0,,,
June 2011,8815750.0,30305000.0,3364000.0,408806000.0,259659000.0,149147000.0
September 2011,8815750.0,30454000.0,4529000.0,413362000.0,268160000.0,145202000.0
December 2011,8815750.0,34957000.0,38575000.0,697657000.0,390123000.0,307534000.0
March 2012,11199500.0,53289000.0,5879000.0,691898000.0,378109000.0,313789000.0
June 2012,11199500.0,52042000.0,-3558000.0,640520000.0,349712000.0,290808000.0
September 2012,11199500.0,44623000.0,419000.0,618000000.0,329494000.0,288506000.0
December 2012,11199500.0,45961000.0,2621000.0,592691000.0,311054000.0,281637000.0
March 2013,11315250.0,48437000.0,4123000.0,624872000.0,343497000.0,281375000.0
June 2013,11315250.0,42551000.0,5757000.0,594406000.0,335499000.0,258907000.0
September 2013,11315250.0,42814000.0,5047000.0,603604000.0,345730000.0,257874000.0
December 2013,11315250.0,-10622000.0,204000.0,588322000.0,340236000.0,248086000.0
March 2014,10937000.0,47221000.0,1468000.0,612956000.0,362398000.0,250558000.0
June 2014,10589000.0,42206000.0,-21892000.0,583608000.0,384694000.0,198914000.0
September 2014,10389000.0,31204000.0,-130000.0,511736000.0,321842000.0,189894000.0
December 2014,9694000.0,2999000.0,-26554000.0,398751000.0,245511000.0,153240000.0
March 2015,9780000.0,30742000.0,2344000.0,377321000.0,236368000.0,140953000.0
June 2015,10049000.0,28482000.0,6979000.0,391498000.0,246357000.0,145141000.0
September 2015,9867000.0,26331000.0,7367000.0,365866000.0,235538000.0,130328000.0
December 2015,9096000.0,24816000.0,6084000.0,364252000.0,231909000.0,132343000.0
March 2016,10883000.0,25772000.0,7239000.0,393726000.0,255307000.0,138419000.0
June 2016,9878000.0,29247000.0,11571000.0,419199000.0,275782000.0,143417000.0
September 2016,10151000.0,27817000.0,10284000.0,413602000.0,269723000.0,143879000.0
December 2016,9300000.0,28309000.0,48367000.0,394529000.0,240893000.0,153636000.0
March 2017,11721000.0,34266000.0,9203000.0,519546000.0,283113000.0,236433000.0
June 2017,12034000.0,35704000.0,9019000.0,520993000.0,286182000.0,234811000.0
September 2017,11976000.0,37277000.0,8049000.0,540269000.0,297173000.0,243096000.0
December 2017,13146000.0,34646000.0,18908000.0,559037000.0,303369000.0,255668000.0
March 2018,13861000.0,37261000.0,13380000.0,580202000.0,318693000.0,261509000.0
June 2018,12981000.0,35256000.0,15120000.0,560646000.0,315982000.0,244664000.0
September 2018,12384000.0,32589000.0,13292000.0,559252000.0,319910000.0,239342000.0
December 2018,11848000.0,33447000.0,12056000.0,559519000.0,320177000.0,239342000.0
March 2019,13244000.0,35910000.0,9657000.0,582263000.0,323416000.0,258847000.0
June 2019,14040000.0,27522000.0,39764000.0,596047000.0,336089000.0,259958000.0
September 2019,11554000.0,30978000.0,6661000.0,594004000.0,331242000.0,262762000.0
December 2019,13360000.0,29443000.0,4209000.0,602209000.0,331266000.0,270943000.0
March 2020,12235000.0,29503000.0,3490000.0,600490000.0,349259000.0,251231000.0
June 2020,12384000.0,27693000.0,-21734000.0,557219000.0,296643000.0,260576000.0
September 2020,11754000.0,24414000.0,6714000.0,581950000.0,319815000.0,262135000.0
December 2020,13013000.0,30864000.0,,621408000.0,334664000.0,286744000.0
March 2021,14651000.0,29376000.0,,621477000.0,343106000.0,278371000.0
June 2021,15495000.0,31380000.0,,635932000.0,362409000.0,273523000.0
September 2021,16447000.0,28481000.0,,626678000.0,357125000.0,269553000.0
December 2021,19572000.0,26763000.0,,665399000.0,410824000.0,254575000.0
March 2022,17028000.0,27399000.0,,650848000.0,396303000.0,254545000.0
June 2022,15554000.0,28938000.0,,638414000.0,395780000.0,242634000.0
