,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,26827750.0,1284250.0,17577500.0,-7770750.0,,
June 2019,26827750.0,1284250.0,17577500.0,-7770750.0,,
September 2019,26827750.0,1284250.0,17577500.0,-7770750.0,,
December 2019,26827750.0,1284250.0,17577500.0,-7770750.0,,
March 2020,25065000.0,1166000.0,14706000.0,559000.0,,
June 2020,26665000.0,1100000.0,14940000.0,-375000.0,,
September 2020,31143000.0,1425000.0,16202000.0,-1986000.0,,
December 2020,38563000.0,2014000.0,25405000.0,-12664000.0,240732000.0,173557000.0
March 2021,32516000.0,1646000.0,16697000.0,-4484000.0,234577000.0,163800000.0
June 2021,46445000.0,2345000.0,30091000.0,-20034000.0,277108000.0,215618000.0
September 2021,34347000.0,2092000.0,18568000.0,-5136000.0,274360000.0,213633000.0
December 2021,32690000.0,1596000.0,18703000.0,-9025000.0,272597000.0,213796000.0
March 2022,35172000.0,2096000.0,19611000.0,-14626000.0,256931000.0,201838000.0
June 2022,34303000.0,1823000.0,19965000.0,-10012000.0,259575000.0,205858000.0
