,OperatingExpenses,NetIncomeLoss,Assets
March 2009,274458500.0,5006250.0,
June 2009,274458500.0,5006250.0,
September 2009,274458500.0,5006250.0,
December 2009,274458500.0,5006250.0,
March 2010,361091000.0,-4211000.0,
June 2010,318183000.0,7398000.0,
September 2010,300128000.0,6224000.0,
December 2010,294795000.0,11751000.0,1470314000.0
March 2011,340484000.0,8666000.0,
June 2011,341078000.0,9664000.0,1829408000.0
September 2011,384417000.0,-2033000.0,1902003000.0
December 2011,344347000.0,3840000.0,1405185000.0
March 2012,376049000.0,8189000.0,1852847000.0
June 2012,445088000.0,1958000.0,1875521000.0
September 2012,436705000.0,-451000.0,2022976000.0
December 2012,453414000.0,14168000.0,1638939000.0
March 2013,431272000.0,6998000.0,2500359000.0
June 2013,984916000.0,34466000.0,3448268000.0
September 2013,390682000.0,25326000.0,2948047000.0
December 2013,425295000.0,4134000.0,2079363000.0
March 2014,429045000.0,8008000.0,3072894000.0
June 2014,402666000.0,7601000.0,2452413000.0
September 2014,449531000.0,7211000.0,2683787000.0
December 2014,563557000.0,-25870000.0,2751127000.0
March 2015,543858000.0,14055000.0,5290242000.0
June 2015,654900000.0,9347000.0,3971726000.0
September 2015,665460000.0,38371000.0,4117846000.0
December 2015,841783000.0,65015000.0,3991454000.0
March 2016,615546000.0,13659000.0,4549727000.0
June 2016,635441000.0,14467000.0,5112384000.0
September 2016,638356000.0,60882000.0,4811909000.0
December 2016,643186000.0,13469000.0,3508400000.0
March 2017,731213000.0,36825000.0,4907691000.0
June 2017,698714000.0,21768000.0,5180882000.0
September 2017,774972000.0,81529000.0,7253369000.0
December 2017,-427033000.0,-88647000.0,5429712000.0
March 2018,863195000.0,58774000.0,6777496000.0
June 2018,896222000.0,35203000.0,6848673000.0
September 2018,409507000.0,120286000.0,8732296000.0
December 2018,-353086000.0,-16743000.0,3432757000.0
March 2019,469719000.0,61868000.0,5044876000.0
June 2019,514932000.0,13972000.0,5391818000.0
September 2019,516016000.0,-3529000.0,6548057000.0
December 2019,529248000.0,-20561000.0,3916120000.0
March 2020,568437000.0,14314000.0,5728159000.0
June 2020,473136000.0,28099000.0,4502354000.0
September 2020,444066000.0,8850000.0,4594285000.0
December 2020,502343000.0,-2338000.0,3953242000.0
March 2021,500384000.0,43091000.0,5570665000.0
June 2021,496736000.0,16240000.0,5133479000.0
September 2021,500801000.0,-11402000.0,5415607000.0
December 2021,680294000.0,76078000.0,3342166000.0
March 2022,463413000.0,25972000.0,4941282000.0
June 2022,408946000.0,14762000.0,4886889000.0
