,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
September 2010,720734.0,302690.0,,
December 2010,394395.0,165044.0,,
March 2011,604835.0,97549.0,,
June 2011,,,58881281.0,9346034.0
September 2011,518277.0,116267.0,62116521.0,12196004.0
December 2011,342006.0,114534.0,66699684.0,17279374.0
March 2012,453950.0,41710.0,68136442.0,18622660.0
