,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2007,,,-595861.6666666666,,
September 2007,,,-595861.6666666666,,
December 2007,,,-595861.6666666666,,
March 2008,,,-595861.6666666666,,
June 2008,,,-595861.6666666666,,
September 2008,,,-595861.6666666666,,
December 2008,,,-595861.6666666666,,
March 2009,,,-595861.6666666666,,
June 2009,,,-595861.6666666666,,
September 2009,,,-595861.6666666666,,
December 2009,,,-595861.6666666666,,
March 2010,,,-595861.6666666666,,
June 2010,,,-452383.0,,
September 2010,,,-890251.0,,
December 2010,,,-723230.0,,
March 2011,,,-1400247.0,,
June 2011,,,-1070934.0,,
September 2011,,,-1775297.0,,
December 2011,,,-649864.0,,
March 2012,,,-2668171.0,,
June 2012,,,-1233289.0,,
September 2012,,,-1098241.0,,
December 2012,,,-729215.0,,
March 2013,,,-4797143.0,,
June 2013,278786.0,277534.0,-513530.0,,
September 2013,,272810.0,-428927.0,,
December 2013,,261451.0,-376720.0,,
March 2014,,,-353488.0,,
June 2014,196479.0,195228.0,-318756.0,,
September 2014,,189941.0,-321940.0,,
December 2014,,184837.0,-326315.0,,
March 2015,,210053.0,-354831.0,,
June 2015,,101344.0,-2240058.0,,
September 2015,,32743.0,-991652.0,,
December 2015,,60525.0,930322.0,,
March 2016,,36680.0,-220627.0,,
June 2016,,23590.0,26004.0,,
September 2016,,102651.0,-235547.0,,
December 2016,,21759.0,311143.0,,
March 2017,,63160.0,-6865067.0,,
June 2017,486714.5,338130.0,3976477.0,,
September 2017,486714.5,132581.0,-805074.0,,
December 2017,486714.5,173783.0,-275797.0,,
March 2018,486714.5,471904.0,-1054300.0,,
June 2018,562651.0,400248.0,-973776.0,,
September 2018,504669.0,349283.0,-1144689.0,,
December 2018,507917.0,351222.0,-1384700.0,,
March 2019,318756.0,230343.0,-483665.0,,
June 2019,306094.0,246107.0,-736947.0,,
September 2019,395489.0,299312.0,-1345892.0,,
December 2019,243421.0,191236.0,-1283415.0,,
March 2020,208404.0,167651.0,-1027435.0,,
June 2020,229743.0,183325.0,403520.0,,
September 2020,240055.0,179350.0,-308768.0,,
December 2020,229743.0,190681.0,-506102.0,,
March 2021,381938.0,314115.0,-24115536.0,,
June 2021,454285.0,442507.0,2291291.0,,
September 2021,1290405.0,274493.0,-1151884.0,,
December 2021,653245.0,274407.0,-605818.0,,
March 2022,566356.0,302265.0,-762319.0,,
June 2022,817312.0,803858.0,-863660.0,,
