,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,,,13695000.0,,,
June 2008,,,13695000.0,,,
September 2008,,,13695000.0,,,
December 2008,,,13695000.0,,,
March 2009,,,17381000.0,,,
June 2009,,,17381000.0,,,
September 2009,,,17381000.0,,,
December 2009,,,17381000.0,,,
March 2010,125000.0,,25536000.0,,,
June 2010,125000.0,,25536000.0,,,
September 2010,125000.0,,26669000.0,,,
December 2010,125000.0,,18826000.0,2425083000.0,719294000.0,1705789000.0
March 2011,150000.0,,9923000.0,,,
June 2011,150000.0,,36004000.0,2364077000.0,662874000.0,1701203000.0
September 2011,150000.0,,48663000.0,2435715000.0,714565000.0,1721150000.0
December 2011,150000.0,,37743000.0,2429587000.0,705015000.0,1724572000.0
March 2012,275000.0,,63857000.0,2568521000.0,843230000.0,1725291000.0
June 2012,275000.0,,66671000.0,2569185000.0,838149000.0,1731036000.0
September 2012,275000.0,,62229000.0,2502463000.0,770846000.0,1731617000.0
December 2012,275000.0,,47438000.0,2552040000.0,818797000.0,1733243000.0
March 2013,350000.0,133416500.0,72643000.0,2599188000.0,866311000.0,1732877000.0
June 2013,350000.0,133416500.0,71688000.0,2522659000.0,791417000.0,1731242000.0
September 2013,350000.0,133416500.0,73033000.0,2539994000.0,809477000.0,1730517000.0
December 2013,350000.0,133416500.0,47657000.0,2740347000.0,966047000.0,1774300000.0
March 2014,1500000.0,134612000.0,69903000.0,2696601000.0,924824000.0,1771777000.0
June 2014,1500000.0,140844000.0,69887000.0,2686948000.0,893517000.0,1793431000.0
September 2014,1500000.0,147382000.0,64314000.0,2720983000.0,918664000.0,1802319000.0
December 2014,1500000.0,132044000.0,51768000.0,2677800000.0,876343000.0,1801457000.0
March 2015,175000.0,139768000.0,63270000.0,2697092000.0,905354000.0,1791738000.0
June 2015,175000.0,140090000.0,67357000.0,2638563000.0,847905000.0,1790658000.0
September 2015,175000.0,141155000.0,45750000.0,2663526000.0,907909000.0,1755617000.0
December 2015,175000.0,146283000.0,42922000.0,2554407000.0,792863000.0,1761544000.0
March 2016,1500000.0,143072000.0,50815000.0,2557545000.0,811392000.0,1746153000.0
June 2016,1500000.0,138984000.0,64028000.0,2602612000.0,860905000.0,1741707000.0
September 2016,1500000.0,148392000.0,32354000.0,2584648000.0,846040000.0,1738608000.0
December 2016,1500000.0,144770000.0,-433447000.0,2055842000.0,799129000.0,1269510000.0
March 2017,,160581000.0,24744000.0,2062619000.0,802497000.0,1260122000.0
June 2017,,159540000.0,15661000.0,2011114000.0,778284000.0,1232830000.0
September 2017,,156051000.0,21463000.0,1969031000.0,749339000.0,1219692000.0
December 2017,,148097000.0,-209825000.0,1519763000.0,739829000.0,776732000.0
March 2018,,160730000.0,6190000.0,1527761000.0,755228000.0,772533000.0
June 2018,,158531000.0,13341000.0,1499074000.0,734217000.0,764857000.0
September 2018,,149903000.0,-8590000.0,1479587000.0,731474000.0,748113000.0
December 2018,,151721000.0,58839000.0,1527850000.0,804164000.0,723686000.0
March 2019,,148303000.0,-15262000.0,1770137000.0,684948000.0,1085189000.0
June 2019,,143840000.0,16058000.0,1688207000.0,628061000.0,1060146000.0
September 2019,,135795000.0,-2418000.0,1683881000.0,645051000.0,1038830000.0
December 2019,,138519000.0,-33490000.0,1650587000.0,639761000.0,1010826000.0
March 2020,,144542000.0,-200086000.0,1415957000.0,629673000.0,786284000.0
June 2020,,127115000.0,-83669000.0,1243062000.0,496288000.0,746774000.0
