,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,4954750000.0,1550000000.0,
June 2007,4954750000.0,1550000000.0,
September 2007,4954750000.0,1550000000.0,
December 2007,4954750000.0,1550000000.0,
March 2008,5692000000.0,-6581000000.0,
June 2008,5692000000.0,-6581000000.0,
September 2008,6782000000.0,-24468000000.0,
December 2008,8118000000.0,-61659000000.0,860418000000.0
March 2009,3576000000.0,-4353000000.0,
June 2009,4484000000.0,1822000000.0,
September 2009,4812000000.0,455000000.0,844344000000.0
December 2009,-6054000000.0,-8873000000.0,847585000000.0
March 2010,3262000000.0,1451000000.0,863697000000.0
June 2010,3968000000.0,-2656000000.0,850531000000.0
September 2010,3898000000.0,-2395000000.0,871965000000.0
December 2010,4692000000.0,11176000000.0,683443000000.0
March 2011,1551000000.0,1297000000.0,611247000000.0
June 2011,1653000000.0,1836000000.0,616798000000.0
September 2011,1214000000.0,-3990000000.0,544257000000.0
December 2011,1673000000.0,21479000000.0,555773000000.0
March 2012,2258000000.0,3208000000.0,554403000000.0
June 2012,2264000000.0,2332000000.0,555383000000.0
September 2012,2214000000.0,1856000000.0,550723000000.0
December 2012,6277000000.0,-3958000000.0,548633000000.0
March 2013,2238000000.0,2206000000.0,548880000000.0
June 2013,2245000000.0,2731000000.0,537438000000.0
September 2013,2251000000.0,2170000000.0,540744000000.0
December 2013,6830000000.0,1978000000.0,541329000000.0
March 2014,2117000000.0,1609000000.0,547111000000.0
June 2014,2213000000.0,3073000000.0,529109000000.0
September 2014,3151000000.0,2192000000.0,527190000000.0
December 2014,5657000000.0,655000000.0,515581000000.0
March 2015,2949000000.0,2468000000.0,520701000000.0
June 2015,3090000000.0,1800000000.0,
September 2015,3175000000.0,-231000000.0,501985000000.0
December 2015,3472000000.0,-1841000000.0,496943000000.0
March 2016,3003000000.0,-183000000.0,502777000000.0
June 2016,2586000000.0,1913000000.0,510349000000.0
September 2016,2536000000.0,462000000.0,514568000000.0
December 2016,2864000000.0,-3041000000.0,498264000000.0
March 2017,2443000000.0,1185000000.0,500162000000.0
June 2017,2182000000.0,1130000000.0,499762000000.0
September 2017,2149000000.0,-1739000000.0,503073000000.0
December 2017,2333000000.0,-6660000000.0,498301000000.0
March 2018,2271000000.0,938000000.0,499143000000.0
June 2018,2323000000.0,937000000.0,496829000000.0
September 2018,2325000000.0,-1259000000.0,504860000000.0
December 2018,2383000000.0,-622000000.0,491984000000.0
March 2019,2053000000.0,654000000.0,512922000000.0
June 2019,2140000000.0,1109000000.0,522269000000.0
September 2019,2187000000.0,656000000.0,525122000000.0
December 2019,2157000000.0,929000000.0,525064000000.0
March 2020,2153000000.0,1749000000.0,510477000000.0
June 2020,2087000000.0,-7928000000.0,569388000000.0
September 2020,1991000000.0,288000000.0,577230000000.0
December 2020,2165000000.0,-53000000.0,586481000000.0
March 2021,2088000000.0,3876000000.0,584390000000.0
June 2021,2218000000.0,99000000.0,598250000000.0
September 2021,2240000000.0,1667000000.0,594800000000.0
December 2021,2244000000.0,3746000000.0,596112000000.0
March 2022,2181000000.0,4260000000.0,573513000000.0
June 2022,2223000000.0,3036000000.0,538938000000.0
