,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,,6586140.5,,-5143918.0,,
June 2012,,6586140.5,,-5143918.0,,
September 2012,,1797429.0,,-5143918.0,,
December 2012,,516766.0,,10750195.0,19823680.0,19634659.0
March 2013,,4952260.0,,-5638377.0,4070.0,4070.0
June 2013,,7787901.0,,-8277391.0,49.0,49.0
September 2013,,4157742.0,,-4911620.0,47336046.0,47129591.0
December 2013,,6129675.0,,-8040810.0,38449312.0,38249485.0
March 2014,7891006.0,2829299.0,,-4543284.0,146636660.0,146371138.0
June 2014,7891006.0,2709702.0,,-4533539.0,141342810.0,141208016.0
September 2014,7891006.0,4046335.0,,-6415507.0,137609238.0,137480854.0
December 2014,7891006.0,11641009.0,,-15199130.0,131111769.0,130986272.0
March 2015,22404055.0,18632427.0,,-22286824.0,237127805.0,236497152.0
June 2015,21748315.0,17762518.0,,-21511318.0,213404030.0,212610955.0
September 2015,32349375.0,28457631.0,,-32160483.0,513122309.0,512264890.0
December 2015,29403615.0,22865498.0,,-28834516.0,484103528.0,483256131.0
March 2016,28497853.0,23433620.0,,-27841449.0,463661840.0,462858536.0
June 2016,31772472.0,25300668.0,,-30834454.0,447602845.0,446808421.0
September 2016,30188760.0,23918232.0,,-30265327.0,542571982.0,541818514.0
December 2016,28130508.0,21179010.0,,-27485039.0,388903495.0,388200116.0
March 2017,27849444.0,21538958.0,,-26933582.0,372292306.0,371610858.0
June 2017,18733254.0,12478638.0,,-17760704.0,349539535.0,348834869.0
September 2017,23789949.0,18472372.0,,-22870416.0,334190841.0,333435470.0
December 2017,32713319.0,26929041.0,,-30208712.0,471486699.0,469215328.0
March 2018,37084226.0,30702998.0,,-35480078.0,445639072.0,443153579.0
June 2018,39168257.0,32439270.0,,-37376383.0,412073723.0,409661068.0
September 2018,43391345.0,35419016.0,,-41522914.0,385587198.0,383253450.0
December 2018,42622940.0,33605629.0,,-40748036.0,357206498.0,355438681.0
March 2019,36695840.0,24990856.0,11704984.0,-34835763.0,342972817.0,321127630.0
June 2019,39171114.0,23728464.0,15442650.0,-37441164.0,309862614.0,288341898.0
September 2019,36376236.0,21339792.0,15036444.0,-34862399.0,280523030.0,259456926.0
December 2019,41829272.0,19065726.0,,-40582851.0,251186476.0,230323969.0
March 2020,50169003.0,16003326.0,34096366.0,-47410602.0,481242717.0,460972500.0
June 2020,66778953.0,25204857.0,41445557.0,-63712258.0,440930824.0,418573378.0
September 2020,63305048.0,10275368.0,52473573.0,-55183625.0,771293809.0,744866006.0
December 2020,73787606.0,14298586.0,,-60699178.0,717313674.0,690904482.0
March 2021,69097022.0,15058168.0,,-52739943.0,674488568.0,649100443.0
June 2021,89188000.0,17296420.0,,-68744000.0,625696662.0,601303244.0
September 2021,99531025.0,27031825.0,,-76908004.0,556975734.0,533242665.0
December 2021,111675480.0,29459100.0,,-85733937.0,489922096.0,467280830.0
March 2022,107658000.0,29043000.0,,-72119000.0,868580000.0,848342000.0
June 2022,143502000.0,38536000.0,,-86603000.0,811906000.0,789206000.0
