,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2017,4214500.0,-2551500.0,
June 2017,4214500.0,-2551500.0,
September 2017,4214500.0,-2551500.0,
December 2017,4214500.0,-2551500.0,
March 2018,2404000.0,38369000.0,
June 2018,2404000.0,38913000.0,
September 2018,2895000.0,20839000.0,
December 2018,3125000.0,25273000.0,1739939000.0
March 2019,3358000.0,14614000.0,
June 2019,3572000.0,13792000.0,
September 2019,3886000.0,10029000.0,2092587000.0
December 2019,4576000.0,23163000.0,2201874000.0
March 2020,3813000.0,-13301000.0,2117320000.0
June 2020,2640000.0,-34248000.0,1974622000.0
September 2020,11138000.0,-6046000.0,1917523000.0
December 2020,2880000.0,8513000.0,2009051000.0
March 2021,9997000.0,3019000.0,1992061000.0
June 2021,10179000.0,7250000.0,2221483000.0
September 2021,2686000.0,22979000.0,2347881000.0
December 2021,14618000.0,14166000.0,2946625000.0
March 2022,13361000.0,45663000.0,2992551000.0
June 2022,16936000.0,-9157000.0,3350022000.0
