,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2015,4257.0,40.0,-40.0,100.0,100.0
March 2016,4257.0,8474.0,-8474.0,60.0,60.0
June 2016,10051.0,10051.0,-10051.0,48646.0,48646.0
September 2016,17814.0,,-17814.0,48595.0,48595.0
December 2016,65264.0,65264.0,-65264.0,48546.0,48546.0
March 2017,19697.0,19697.0,-19697.0,6182.0,6182.0
June 2017,19754.0,19754.0,-19754.0,3270.0,3270.0
September 2017,3868689.0,,-3868689.0,1542.0,1542.0
December 2017,1158767.0,1158767.0,-1158767.0,3720736.0,3720736.0
March 2018,1910656.0,,-2023192.0,14186695.0,14186695.0
June 2018,1857826.0,,-1839022.0,12369233.0,12369233.0
September 2018,827696.0,,-1476338.0,10530207.0,10530207.0
