,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,5606000.0,-8987250.0,,
June 2009,5606000.0,-8987250.0,,
September 2009,5606000.0,-8987250.0,,
December 2009,5606000.0,-8987250.0,,
March 2010,6169000.0,-14336000.0,,
June 2010,4928000.0,-12631000.0,,
September 2010,4954000.0,-20456000.0,,
December 2010,5640000.0,-10264000.0,103160000.0,79020000.0
March 2011,6808000.0,-12461000.0,,
June 2011,8028000.0,-15959000.0,168365000.0,138815000.0
September 2011,9546000.0,-21606000.0,147196000.0,114491000.0
December 2011,8309000.0,-22322000.0,130203000.0,95165000.0
March 2012,8693000.0,-20232000.0,113274000.0,77858000.0
June 2012,8946000.0,-18827000.0,95183000.0,59765000.0
September 2012,8867000.0,-17989000.0,80820000.0,48295000.0
