,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2008,205000000.0,78500000.0,,
June 2008,205000000.0,78500000.0,,
September 2008,205000000.0,78500000.0,,
December 2008,205000000.0,78500000.0,,
March 2009,203000000.0,94000000.0,,
June 2009,208000000.0,69000000.0,,
September 2009,218000000.0,60000000.0,,
December 2009,221000000.0,43000000.0,10722000000.0,3424000000.0
March 2010,248000000.0,61000000.0,,
June 2010,211000000.0,96000000.0,9910000000.0,2888000000.0
September 2010,207000000.0,101000000.0,10355000000.0,2880000000.0
December 2010,225000000.0,137000000.0,16207000000.0,8510000000.0
March 2011,230000000.0,104000000.0,18065000000.0,10175000000.0
June 2011,258000000.0,92000000.0,14217000000.0,6429000000.0
September 2011,243000000.0,110000000.0,13157000000.0,5677000000.0
December 2011,263000000.0,81000000.0,14091000000.0,6573000000.0
March 2012,240000000.0,85000000.0,9021000000.0,1406000000.0
June 2012,249000000.0,93000000.0,8927000000.0,1410000000.0
September 2012,242000000.0,89000000.0,8920000000.0,1329000000.0
December 2012,242000000.0,85000000.0,9132000000.0,1492000000.0
March 2013,328000000.0,42000000.0,9188000000.0,1608000000.0
June 2013,292000000.0,88000000.0,11953000000.0,2610000000.0
September 2013,304000000.0,113000000.0,12486000000.0,3072000000.0
December 2013,283000000.0,142000000.0,12577000000.0,3163000000.0
March 2014,345000000.0,103000000.0,12978000000.0,3519000000.0
June 2014,332000000.0,101000000.0,13116000000.0,3718000000.0
September 2014,290000000.0,123000000.0,12692000000.0,3557000000.0
December 2014,346000000.0,87000000.0,12087000000.0,3400000000.0
March 2015,480000000.0,9000000.0,12242000000.0,3688000000.0
June 2015,301000000.0,133000000.0,12104000000.0,3446000000.0
September 2015,298000000.0,138000000.0,11770000000.0,3160000000.0
December 2015,291000000.0,148000000.0,11861000000.0,3260000000.0
March 2016,315000000.0,132000000.0,13717000000.0,4722000000.0
June 2016,385000000.0,70000000.0,15099000000.0,4596000000.0
September 2016,352000000.0,131000000.0,14808000000.0,4346000000.0
December 2016,388000000.0,-227000000.0,14150000000.0,4560000000.0
March 2017,335000000.0,168000000.0,14490000000.0,4947000000.0
June 2017,358000000.0,147000000.0,14660000000.0,4921000000.0
September 2017,343000000.0,171000000.0,15072000000.0,5446000000.0
December 2017,384000000.0,243000000.0,15786000000.0,5529000000.0
March 2018,393000000.0,177000000.0,15790000000.0,5638000000.0
June 2018,346000000.0,162000000.0,15141000000.0,5727000000.0
September 2018,354000000.0,163000000.0,14855000000.0,5457000000.0
December 2018,405000000.0,-44000000.0,15700000000.0,6370000000.0
March 2019,359000000.0,247000000.0,14503000000.0,4736000000.0
June 2019,367000000.0,174000000.0,14132000000.0,4363000000.0
September 2019,406000000.0,150000000.0,12980000000.0,3499000000.0
December 2019,386000000.0,203000000.0,13924000000.0,4290000000.0
March 2020,426000000.0,203000000.0,14798000000.0,5270000000.0
June 2020,384000000.0,241000000.0,14559000000.0,4716000000.0
September 2020,389000000.0,264000000.0,14831000000.0,4810000000.0
December 2020,470000000.0,225000000.0,17979000000.0,7660000000.0
March 2021,486000000.0,298000000.0,18490000000.0,5654000000.0
June 2021,470000000.0,341000000.0,17983000000.0,5017000000.0
September 2021,482000000.0,288000000.0,18397000000.0,5496000000.0
December 2021,541000000.0,260000000.0,20115000000.0,7423000000.0
March 2022,487000000.0,284000000.0,20823000000.0,8178000000.0
June 2022,481000000.0,307000000.0,22596000000.0,10218000000.0
