,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,,7250000.0,,,
June 2008,,7250000.0,,,
September 2008,,7250000.0,,,
December 2008,,7250000.0,,,
March 2009,3005000000.0,6750000.0,183000000.0,,
June 2009,2473000000.0,6750000.0,153000000.0,,
September 2009,2827500000.0,6750000.0,271500000.0,,
December 2009,2827500000.0,6750000.0,271500000.0,33873000000.0,3243000000.0
March 2010,2970000000.0,5750000.0,229000000.0,,
June 2010,2588000000.0,5750000.0,186000000.0,34389000000.0,3158000000.0
September 2010,3002000000.0,5750000.0,353000000.0,,
December 2010,2645000000.0,5750000.0,235000000.0,36146000000.0,3507000000.0
March 2011,2723000000.0,5750000.0,314000000.0,36186000000.0,3590000000.0
June 2011,2595000000.0,5750000.0,168000000.0,36019000000.0,3209000000.0
September 2011,2873000000.0,5750000.0,386000000.0,36535000000.0,3458000000.0
December 2011,2508000000.0,5750000.0,194000000.0,39214000000.0,3638000000.0
March 2012,2517000000.0,5250000.0,280000000.0,39701000000.0,3904000000.0
June 2012,2296000000.0,5250000.0,214000000.0,40049000000.0,4102000000.0
September 2012,2587000000.0,5250000.0,440000000.0,39633000000.0,3240000000.0
December 2012,2449000000.0,5250000.0,207000000.0,41209000000.0,3451000000.0
March 2013,2658000000.0,4500000.0,192000000.0,41736000000.0,3934000000.0
June 2013,2432000000.0,4500000.0,172000000.0,41922000000.0,4103000000.0
September 2013,2629000000.0,4500000.0,464000000.0,41964000000.0,3704000000.0
December 2013,2391000000.0,4500000.0,234000000.0,40647000000.0,3891000000.0
March 2014,3104000000.0,5500000.0,361000000.0,40481000000.0,3484000000.0
June 2014,2501000000.0,5500000.0,212000000.0,40311000000.0,3457000000.0
September 2014,2571000000.0,5500000.0,436000000.0,40667000000.0,3519000000.0
December 2014,2579000000.0,5500000.0,83000000.0,44071000000.0,3716000000.0
March 2015,2890000000.0,5750000.0,370000000.0,43977000000.0,3398000000.0
June 2015,2316000000.0,5750000.0,219000000.0,44751000000.0,3679000000.0
September 2015,2613000000.0,5750000.0,428000000.0,44971000000.0,3505000000.0
December 2015,2308000000.0,5750000.0,176000000.0,45642000000.0,3836000000.0
March 2016,2514000000.0,6000000.0,310000000.0,45580000000.0,3185000000.0
June 2016,2279000000.0,6000000.0,232000000.0,47270000000.0,3499000000.0
September 2016,2581000000.0,6000000.0,497000000.0,47316000000.0,3154000000.0
December 2016,2230000000.0,6000000.0,206000000.0,48255000000.0,3406000000.0
March 2017,2457000000.0,6000000.0,388000000.0,48365000000.0,3017000000.0
June 2017,2211000000.0,6000000.0,175000000.0,49099000000.0,3280000000.0
September 2017,2338000000.0,6000000.0,457000000.0,49246000000.0,3096000000.0
December 2017,2418000000.0,6000000.0,505000000.0,48111000000.0,3537000000.0
March 2018,2609000000.0,6000000.0,428000000.0,48900000000.0,3773000000.0
June 2018,2270000000.0,6000000.0,188000000.0,49064000000.0,3436000000.0
September 2018,2502000000.0,6000000.0,435000000.0,49544000000.0,3356000000.0
December 2018,2423000000.0,6000000.0,331000000.0,53920000000.0,3864000000.0
March 2019,2728000000.0,6000000.0,424000000.0,55066000000.0,3781000000.0
June 2019,2286000000.0,6000000.0,152000000.0,55602000000.0,3707000000.0
September 2019,2498000000.0,6000000.0,473000000.0,55940000000.0,3581000000.0
December 2019,2386000000.0,6000000.0,294000000.0,58079000000.0,4272000000.0
March 2020,2426000000.0,6000000.0,375000000.0,59159000000.0,5026000000.0
June 2020,2240000000.0,6000000.0,190000000.0,59081000000.0,4564000000.0
September 2020,2473000000.0,6000000.0,493000000.0,59595000000.0,4204000000.0
December 2020,2453000000.0,6000000.0,43000000.0,62895000000.0,5301000000.0
March 2021,2817000000.0,6250000.0,419000000.0,62299000000.0,4587000000.0
June 2021,2553000000.0,6250000.0,165000000.0,62919000000.0,5110000000.0
September 2021,2763000000.0,6250000.0,538000000.0,62938000000.0,5096000000.0
December 2021,2717000000.0,6250000.0,224000000.0,63116000000.0,5551000000.0
March 2022,3261000000.0,,602000000.0,63737000000.0,5462000000.0
June 2022,3028000000.0,,255000000.0,65072000000.0,6016000000.0
