,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,16275.0,,-16275.0,,,
June 2010,63697.0,,-59142.0,,,
September 2010,53826.0,,-40650.0,,,
December 2010,149511.0,,-138269.0,41354.0,16071.0,
March 2011,184943.0,,-211679.0,,,
June 2011,4845801.0,,-4851723.0,85055.0,54776.0,
September 2011,738499.0,,-731214.0,165096.0,137154.0,
December 2011,-4172173.0,,4179218.0,34931.0,9328.0,
March 2012,553875.0,,-549248.0,58053.0,34820.0,
June 2012,516450.0,,-511102.0,,,
September 2012,175065.0,,-173287.0,18496.0,,
December 2012,297485.0,,-372913.0,36838.0,20711.0,
March 2013,381911.0,,-430773.0,50592.0,36834.0,
June 2013,962382.0,,-1082556.0,171533.0,133026.0,
September 2013,380577.0,,-565224.0,36387.0,251.0,
December 2013,150880.0,,-354633.0,37084.0,3061.0,
March 2014,479715.0,,-646585.0,3460.0,1149.0,
June 2014,158538.0,,-273868.0,9241.0,7235.0,
September 2014,161959.0,,-263056.0,53642.0,51940.0,
December 2014,220750.0,,-243204.0,9839.0,8810.0,1029.0
March 2015,134742.0,,-187331.0,99300.0,13698.0,
June 2015,84802.0,,-163215.0,8741.0,8086.0,
September 2015,74922.0,,-151386.0,2158.0,1691.0,
December 2015,199959.0,,-228519.0,524624.0,221859.0,302765.0
March 2016,1470092.0,,-1511481.0,359011.0,312261.0,288546.0
June 2016,384567.0,,-404598.0,347055.0,277914.0,272234.0
September 2016,337019.0,,-393398.0,455302.0,199288.0,256014.0
December 2016,293562.0,,-1387976.0,311607.0,71813.0,737054.0
March 2017,432537.0,,-799407.0,1543286.0,546107.0,997179.0
June 2017,442646.0,,-471978.0,2549811.0,941247.0,
September 2017,533121.0,,-635007.0,2057465.0,454772.0,
December 2017,947056.0,,-1028720.0,2614765.0,650796.0,1963969.0
March 2018,724794.0,,-755814.0,2686343.0,541981.0,2144362.0
June 2018,564002.0,,-696600.0,2626697.0,504877.0,2121820.0
September 2018,1148855.0,,-1181264.0,2699842.0,600888.0,2098954.0
December 2018,957898.0,,-3276271.0,510177.0,286477.0,223700.0
March 2019,656870.0,,-687681.0,2533462.0,759883.0,1773579.0
June 2019,1593812.0,,-1799693.0,3305019.0,1331824.0,1973195.0
September 2019,827612.0,,-885957.0,2582925.0,604253.0,1978672.0
December 2019,833470.0,,-935473.0,2461164.0,460935.0,2000229.0
March 2020,582305.0,747158.0,-561305.0,2369311.0,366711.0,2002600.0
June 2020,580380.0,747158.0,-781417.0,2316639.0,397578.0,1919061.0
September 2020,708055.0,747158.0,-987624.0,2832866.0,942999.0,1889867.0
December 2020,1117892.0,747158.0,-1868985.0,2848467.0,824265.0,2024202.0
March 2021,1064867.0,1064867.0,-4672205.0,3075577.0,1011250.0,2064327.0
June 2021,1469755.0,1447580.0,-4318474.0,3280412.0,1172306.0,2108106.0
September 2021,1632956.0,2752852.5,-1672285.0,5769142.0,2341063.0,3428079.0
December 2021,3850574.0,2752852.5,-5814859.0,5211286.0,1225345.0,
March 2022,1047378.0,1047378.0,-1520661.0,5782902.0,1186994.0,
June 2022,1035717.0,1035717.0,-1944062.0,5278525.0,759362.0,
