,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2020,1691000.0,1052000.0,-1691000.0,,,
June 2020,2874000.0,1784000.0,-2874000.0,,,
September 2020,1681000.0,1057000.0,-1681000.0,,,
December 2020,2311000.0,1485000.0,-2311000.0,20910000.0,18144000.0,2766000.0
March 2021,2363000.0,1245000.0,-2363000.0,,,
June 2021,3050000.0,2064000.0,-3050000.0,17564000.0,12167000.0,5397000.0
September 2021,3391000.0,1350000.0,-3391000.0,47134000.0,43877000.0,3257000.0
December 2021,5849000.0,2688000.0,-5849000.0,42223000.0,38980000.0,3243000.0
March 2022,6145000.0,2381000.0,-6145000.0,36538000.0,33274000.0,3264000.0
June 2022,7179000.0,3504000.0,-7179000.0,30988000.0,26999000.0,3989000.0
