,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,1008789.0,,
June 2010,,-7162638.0,,
September 2010,,-3931127.0,,
December 2010,,-11120434.0,63604159.0,6394559.0
March 2011,524174.25,-2277380.0,,
June 2011,524174.25,-3073418.0,59245711.0,4623177.0
September 2011,524174.25,-1734725.0,57815305.0,4878916.0
December 2011,524174.25,-3230771.0,56140039.0,4387318.0
March 2012,382974.0,-2507888.0,54814903.0,3613462.0
June 2012,382974.0,-2397676.0,53727777.0,3286923.0
September 2012,365164.0,-2282004.0,52829705.0,3313292.0
December 2012,341830.0,-3066776.0,51005388.0,2742150.0
March 2013,353057.0,-2150846.0,50098970.0,2710813.0
June 2013,353057.0,-2024556.0,49662207.0,2669854.0
September 2013,428877.0,-2280098.0,49024445.0,1587851.0
