,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,264222.0,,-230916.0,,
June 2010,229851.0,,-114125.0,,
September 2010,163177.0,,-149356.0,,
December 2010,-657250.0,,-517168.0,1414559.0,158718.0
March 2011,0.0,,225707.0,,
June 2011,262278.0,,-225987.0,1555781.0,226543.0
September 2011,280446.0,,-495756.0,2165614.0,464868.0
December 2011,-58778.0,,-666678.0,4798699.0,641963.0
March 2012,615769.0,,-568113.0,6084044.0,636758.0
June 2012,711808.0,,-733381.0,10107075.0,4072903.0
September 2012,943618.0,,-739766.0,8252452.0,
December 2012,1513839.0,,-1125305.0,7646431.0,2030375.0
March 2013,980155.0,,-737843.0,6693810.0,1139221.0
June 2013,932250.0,,-706944.0,8989363.0,3670833.0
September 2013,920630.0,,-1423472.0,16028014.0,4331732.0
December 2013,2076545.0,,-2345860.0,20087606.0,1713133.0
March 2014,3103526.0,,-1450310.0,25756326.0,1815382.0
June 2014,4012399.0,,-1411064.0,29169134.0,1578372.0
September 2014,5197890.0,,-551440.0,40499243.0,1914864.0
December 2014,5049928.0,,-2990557.0,35791974.0,1468900.0
March 2015,5068139.0,,-2268001.0,43357991.0,4750138.0
June 2015,4886651.0,,-2946214.0,42772188.0,4376549.0
September 2015,5998627.0,,-4516715.0,42610997.0,3061417.0
December 2015,8861804.0,,-2405596.0,42205207.0,3818576.0
March 2016,6818391.0,,-1425364.0,41387666.0,3307288.0
June 2016,5737169.0,,-5053281.0,36573958.0,4409909.0
September 2016,5888509.0,,-904017.0,34120916.0,2123572.0
December 2016,4197882.0,,-1693910.0,33486123.0,1793680.0
March 2017,5674560.0,,-1727066.0,33215370.0,1571078.0
June 2017,5855410.0,,-1946872.0,33056885.0,2489220.0
September 2017,6119561.0,,-1557439.0,31564589.0,2344631.0
December 2017,5782593.0,,-1563394.0,30183019.0,1799561.0
March 2018,5586149.0,,-2597432.0,28965608.0,3584478.0
June 2018,5640614.0,,-760460.0,30507359.0,5291556.0
September 2018,5781284.0,,-1237895.0,29766400.0,2187080.0
December 2018,6557479.0,112205.5,-292047.0,29793240.0,1343886.0
March 2019,6430544.0,112205.5,-1873072.0,48086265.0,1703084.0
June 2019,6557415.0,391914.0,-3216799.0,45423609.0,1769170.0
September 2019,5858495.0,1582972.0,-3884741.0,41847015.0,3460261.0
December 2019,559904.0,1408148.0,-2469054.0,31532852.0,1169594.0
March 2020,3625844.0,1302515.0,-2496747.0,31319024.0,1817653.0
June 2020,10026012.0,2455822.0,-11779050.0,3880552.0,3501559.0
September 2020,10026012.0,4711070.0,-7520264.0,7994408.0,7637641.0
December 2020,5863993.0,3866007.0,-5877240.0,3032933.0,2698966.0
March 2021,6037031.0,3840399.0,-6039107.0,7625512.0,7398013.0
June 2021,6239529.0,3887261.0,-6115541.0,7175834.0,6972403.0
September 2021,7430509.0,,-6952073.0,28993810.0,28811541.0
December 2021,6344751.0,4265866.0,-6200981.0,20740567.0,20583745.0
March 2022,8305536.0,6405273.0,-8208499.0,15046295.0,14915661.0
June 2022,7929297.0,5648952.0,-7877020.0,7489675.0,7168942.0
