,OperatingExpenses,NetIncomeLoss,Assets
March 2010,,17415.0,
June 2010,,2537560.0,
September 2010,,1449101.0,
December 2010,,2368550.0,153485366.0
March 2011,,1019207.0,
June 2011,,1594805.0,153392010.0
September 2011,,2440465.0,155497009.0
December 2011,,1879459.0,157958463.0
March 2012,,1432139.0,158921694.0
June 2012,,3349488.0,164096884.0
September 2012,,3158185.0,170010036.0
December 2012,,3162684.0,171918276.0
March 2013,,3376730.0,174136049.0
June 2013,,4005675.0,180525334.0
September 2013,,5515798.0,189157630.0
December 2013,,1810007.0,188305816.0
March 2014,,986438.0,185327133.0
June 2014,,3373598.0,191252374.0
September 2014,,2594490.0,195495300.0
December 2014,,2694449.0,198039210.0
March 2015,,1726124.0,196996910.0
June 2015,,4120497.0,200199555.0
September 2015,,4490962.0,202545602.0
December 2015,,2196322.0,211522029.0
March 2016,,1814040.0,207341590.0
June 2016,,4529380.0,213558867.0
September 2016,,8126939.0,223108329.0
December 2016,,5052759.0,228938122.0
March 2017,,4476055.0,233212000.0
June 2017,,5675192.0,237954171.0
September 2017,,5926457.0,253197720.0
December 2017,,9628798.0,248913000.0
March 2018,,4176000.0,244681000.0
June 2018,,6947000.0,253198000.0
September 2018,,10634000.0,266576000.0
December 2018,,135000.0,244268000.0
March 2019,,6626000.0,252990000.0
June 2019,,5500000.0,256494000.0
September 2019,,7952000.0,266114000.0
December 2019,,11380000.0,263893000.0
March 2020,46686750.0,-7011000.0,254118000.0
June 2020,46686750.0,14495000.0,279908000.0
September 2020,46686750.0,15301000.0,289745000.0
December 2020,46686750.0,16635000.0,282925000.0
March 2021,54763000.0,13823000.0,295540000.0
June 2021,59673000.0,19782000.0,316939000.0
September 2021,65065000.0,14503000.0,335430000.0
December 2021,65065000.0,18912000.0,331488000.0
March 2022,61205000.0,6185000.0,328397000.0
June 2022,67949000.0,2279000.0,325192000.0
