,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2016,24660750.0,,
June 2016,24660750.0,,
September 2016,24660750.0,,
December 2016,24660750.0,,
March 2017,33972000.0,,
June 2017,33972000.0,,
September 2017,32230000.0,,
December 2017,34441000.0,,1234837000.0
March 2018,36287000.0,0.0,
June 2018,41493000.0,0.0,
September 2018,43832000.0,-10198000.0,1740948000.0
December 2018,48658000.0,9608000.0,1937778000.0
March 2019,52257000.0,-2942000.0,2396156000.0
June 2019,59736000.0,796000.0,2420652000.0
September 2019,58665000.0,1273000.0,2644628000.0
December 2019,62253000.0,-11999000.0,2653629000.0
March 2020,62595000.0,20396000.0,2848777000.0
June 2020,52752000.0,2409000.0,2661096000.0
September 2020,57437000.0,1642000.0,2729267000.0
December 2020,63593000.0,3598000.0,3062881000.0
March 2021,63826000.0,256000.0,3214463000.0
June 2021,69018000.0,1977000.0,3386554000.0
September 2021,75637000.0,649000.0,4088366000.0
December 2021,89155000.0,7530000.0,4709006000.0
March 2022,88650000.0,29102000.0,4706081000.0
June 2022,94771000.0,33083000.0,4810762000.0
