,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2011,677000.0,166000.0,496000.0,-562000.0,,
September 2011,599000.0,142000.0,457000.0,38000.0,,
December 2011,616000.0,147000.0,469000.0,-651000.0,,
March 2012,,,,,3953000.0,1366000.0
June 2012,593000.0,131000.0,462000.0,-393000.0,,
September 2012,505000.0,112000.0,393000.0,-324000.0,3329000.0,840000.0
December 2012,475000.0,99000.0,376000.0,113000.0,3504000.0,1063000.0
March 2013,,,,,3122000.0,720000.0
June 2013,467000.0,95000.0,372000.0,-256000.0,2984000.0,594000.0
September 2013,478000.0,113000.0,365000.0,-191000.0,3204000.0,861000.0
December 2013,432000.0,90000.0,342000.0,41000.0,3033000.0,745000.0
March 2014,450000.0,58000.0,143000.0,-115000.0,2890000.0,647000.0
June 2014,427000.0,98000.0,329000.0,-132000.0,2683000.0,471000.0
September 2014,422000.0,95000.0,327000.0,-176000.0,2648000.0,478000.0
December 2014,409000.0,84000.0,325000.0,-185000.0,2766000.0,620000.0
March 2015,320000.0,33000.0,406000.0,175000.0,2800000.0,675000.0
June 2015,421000.0,80000.0,341000.0,337000.0,2863000.0,773000.0
September 2015,466000.0,73000.0,393000.0,181000.0,3027000.0,953000.0
December 2015,372000.0,75000.0,297000.0,-111000.0,2815000.0,757000.0
March 2016,438000.0,309772000.0,356000.0,-374000.0,2576000.0,534000.0
June 2016,414000.0,78000.0,336000.0,37000.0,2653000.0,628000.0
September 2016,369000.0,79000.0,290000.0,-104000.0,,
December 2016,374000.0,88000.0,286000.0,-172000.0,2543000.0,550000.0
March 2017,415000.0,84000.0,331000.0,-270000.0,2432000.0,454000.0
June 2017,449000.0,89000.0,360000.0,-81000.0,2787000.0,823000.0
September 2017,725000.0,108000.0,617000.0,-335000.0,2958000.0,998000.0
December 2017,382000.0,87000.0,295000.0,-44000.0,2654000.0,709000.0
March 2018,382000.0,91000.0,291000.0,258000.0,2920000.0,991000.0
June 2018,413.0,88.0,325.0,-91000.0,2815000.0,877000.0
September 2018,436000.0,87000.0,349000.0,25000.0,2843000.0,922000.0
December 2018,402000.0,77000.0,325000.0,516000.0,2922000.0,1016000.0
March 2019,-666413.0,,,-116000.0,2981000.0,2934000.0
June 2019,432.0,98.0,334.0,83000.0,3083.0,1208.0
September 2019,419000.0,79000.0,340000.0,12000.0,3046.0,1187.0
December 2019,-65000.0,234902.0,,-151000.0,3230000.0,3183000.0
March 2020,-108432.0,,,5508000.0,5609000.0,5609000.0
June 2020,103000.0,,,-103000.0,431000.0,431000.0
September 2020,70000.0,,,-70000.0,406000.0,406000.0
December 2020,53000.0,,,-53000.0,189000.0,189000.0
March 2021,100000.0,,,-100000.0,128000.0,128000.0
June 2021,69000.0,,,-47000.0,49000.0,49000.0
September 2021,147000.0,,,-147000.0,3000.0,3000.0
December 2021,40000.0,,,-40000.0,122000.0,122000.0
March 2022,53000.0,,,-53000.0,250000.0,250000.0
June 2022,5035000.0,,,-5035000.0,188000.0,188000.0
