,NetIncomeLoss,Assets,AssetsCurrent
March 2014,-59993500.0,,
June 2014,-59993500.0,,
September 2014,444000.0,,
December 2014,444000.0,,
March 2015,35941000.0,,
June 2015,47690000.0,,
September 2015,51933000.0,1979692000.0,
December 2015,37606000.0,2029950000.0,396736000.0
March 2016,59890000.0,1932789000.0,
June 2016,30506000.0,1925683000.0,
September 2016,-50862000.0,1709311000.0,170527000.0
December 2016,-57757000.0,1662521000.0,170909000.0
March 2017,18067000.0,1683329000.0,184761000.0
June 2017,-11619000.0,1701090000.0,198191000.0
September 2017,-21816000.0,1724325000.0,144576000.0
December 2017,-90720000.0,1664484000.0,131792000.0
March 2018,-29316000.0,1612472000.0,120547000.0
June 2018,-18796000.0,1946480000.0,203781000.0
September 2018,-47786000.0,1886706000.0,180819000.0
December 2018,6958000.0,1848601000.0,167620000.0
March 2019,10897000.0,1891070000.0,192508000.0
June 2019,-16523000.0,1865209000.0,182754000.0
September 2019,-11095000.0,1828549000.0,156643000.0
December 2019,15891000.0,1753501000.0,187344000.0
March 2020,33019000.0,1740728000.0,215596000.0
June 2020,64358000.0,1758956000.0,242232000.0
September 2020,13981000.0,1712313000.0,220245000.0
December 2020,-116889000.0,1586539000.0,256834000.0
March 2021,-13365000.0,1552052000.0,221400000.0
June 2021,-18783000.0,1518865000.0,212310000.0
September 2021,-67352000.0,2441833000.0,228781000.0
December 2021,-33992000.0,2346780000.0,224499000.0
March 2022,-13001000.0,2366593000.0,246488000.0
June 2022,69036000.0,2364241000.0,435003000.0
