,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,63307.999999999985,,,-125.0,,,
March 2010,193.0,,,-14775.0,,,
June 2010,193.0,,,-13809.0,,,
September 2010,193.0,,,-3927.0,,,
December 2010,193.0,,,-5712.0,39554.0,39554.0,
March 2011,-257.3333333333333,,,-13430.0,,,
June 2011,-257.3333333333333,,,-4699.0,20739.0,20739.0,
September 2011,-257.3333333333333,,,-4697.0,16029.0,16029.0,
December 2011,1322.0,,,-65949.0,12039.0,12039.0,
March 2012,-102498.5,,,-8783.0,,,
June 2012,-102498.5,,,-368.0,,,
September 2012,120250.0,,,-18400.0,0.0,0.0,
December 2012,120250.0,,,-81591.0,0.0,0.0,
March 2013,129206.0,,,8154.0,0.0,0.0,
June 2013,211331.0,,,-4708.0,0.0,430327.0,193292.0
September 2013,148544.0,,,-3868.0,0.0,,
December 2013,317326.0,,,-178749.0,1118126.0,959147.0,158979.0
March 2014,315121.0,,,-142037.0,1200686.0,1004892.0,195794.0
June 2014,481280.0,,,-302088.0,1206078.0,1004988.0,201090.0
September 2014,385791.0,,,-137691.0,1409936.0,1216911.0,193025.0
December 2014,433541.0,,,-78632.0,1405930.0,1256587.0,149343.0
March 2015,355144.0,,,-151307.0,1465044.0,1324702.0,140342.0
June 2015,1462092.0,,,-1637092.0,1252311.0,1081103.0,171208.0
September 2015,493106.0,,,-253358.0,1058833.0,959566.0,99266.0
December 2015,284219.0,,,-149366.0,747262.0,653077.0,94185.0
March 2016,229326.0,,,-160093.0,492659.0,404741.0,87918.0
June 2016,541584.0,,,-553160.0,199157.0,117506.0,50245.0
September 2016,195563.0,,31478.0,-156938.0,173594.0,98531.0,75064.0
December 2016,207587.0,,21579.0,-176858.0,232966.0,163336.0,69629.0
March 2017,305599.0,,25068.0,-255973.0,,,
June 2017,390639.0,,34697.0,-476977.0,30463.0,22934.0,7529.0
September 2017,91421.0,,7047.0,-231693.0,15764.0,8789.0,6975.0
December 2017,126883.0,,0.0,-227768.0,6935.0,501.0,6434.0
March 2018,105525.0,,0.0,-207723.0,6208.0,287.0,5921.0
June 2018,199754.0,,-3361.0,-171197.0,23885.0,23885.0,5385.0
September 2018,59898.0,0.0,0.0,-134183.0,12063.0,12063.0,
December 2018,37901.0,1982.0,,-25105.0,8115.0,8115.0,
March 2019,38933.0,2900.0,,-127379.0,4499.0,4499.0,
June 2019,53284.0,3502.0,,-4101289.0,3029.0,3029.0,
September 2019,17733.0,6339.0,,-19166.0,169796.0,169796.0,
December 2019,123559.0,0.0,,-277031.0,419642.0,189373.0,
March 2020,121659.0,0.0,,-292960.0,370626.0,150851.0,
June 2020,99788.0,37.0,,-110407.0,258897.0,52786.0,
September 2020,93070.0,0.0,,-327072.0,252607.0,55379.0,
December 2020,1120715.0,0.0,,-1193349.0,221382.0,33258.0,
March 2021,228557.0,0.0,,-334443.0,1761703.0,1582917.0,
June 2021,756879.0,373112.0,,-847738.0,1145529.0,976320.0,
September 2021,4252213.0,2340575.0,,-4447915.0,489868.0,330481.0,
December 2021,4259926.0,2859644.0,,-5526486.0,2280135.0,2125918.0,
March 2022,1071025.0,7587.0,,-2804638.0,1866452.0,1707831.0,
June 2022,1429034.0,59775.0,,-3103156.0,1269676.0,1136925.0,
