,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2013,,-6486.0,,,
September 2013,,-5612.0,,,
December 2013,,-907025.0,82573.0,81279.0,1294.0
March 2014,,-682465.0,,,
June 2014,,-317551.0,,,
September 2014,,-277495.0,261569.0,252205.0,9364.0
December 2014,,-1158631.0,366528.0,283926.0,14162.0
March 2015,,-550509.0,952296.0,827742.0,22961.0
June 2015,,-1517297.0,1475827.0,1151358.0,
September 2015,,-2097247.0,1281731.0,951908.0,
December 2015,,-4307845.0,720279.0,438754.0,
March 2016,,-2636223.0,868999.0,575312.0,
June 2016,,-2166257.0,439173.0,147273.0,
September 2016,,-3452664.0,524840.0,238439.0,
December 2016,,-9774980.0,723620.0,377796.0,
March 2017,,-7447177.0,,,
June 2017,,-11630654.0,,,
September 2017,,-7077066.0,5803349.0,277762.0,
December 2017,,-18234672.0,2573981.0,1218143.0,
March 2018,5134545.0,-5483248.0,2442793.0,1226293.0,
June 2018,2892255.0,-2938014.0,1271982.0,132356.0,
September 2018,3914253.0,-4526991.0,1281489.0,34793.0,
December 2018,1963059.0,-3068188.0,569077.0,43568.0,
March 2019,968498.0,-1496499.0,562282.0,50806.0,
June 2019,793004.0,-1356408.0,459364.0,27026.0,
September 2019,1122617.0,-23550345.0,22317.0,19146.0,
December 2019,585020.0,-7865660.0,3095.0,3095.0,
March 2020,211328.0,-31952896.0,850.0,850.0,
June 2020,276791.0,-80129285.0,650.0,650.0,
September 2020,208238.0,64679222.0,650.0,650.0,
December 2020,470818.0,32692499.0,98617.0,98617.0,
March 2021,303275.0,-26055097.0,47336.0,47336.0,
June 2021,499365.0,37442987.0,48393.0,48393.0,
September 2021,395312.0,5879458.0,1082.0,1082.0,
December 2021,4589166.0,-18899769.0,38177570.0,3339295.0,
March 2022,4461953.0,-5175475.0,37471895.0,2609861.0,
June 2022,5029513.0,-14135147.0,38549234.0,1696358.0,
