,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2005,,,-4561.263157894737,,,
June 2005,,,-4561.263157894737,,,
September 2005,,,-4561.263157894737,,,
December 2005,,,-4561.263157894737,,,
March 2006,,,-4561.263157894737,,,
June 2006,,,-4561.263157894737,,,
September 2006,,,-4561.263157894737,,,
December 2006,,,-4561.263157894737,,,
March 2007,,,-4561.263157894737,,,
June 2007,,,-4561.263157894737,,,
September 2007,,,-4561.263157894737,,,
December 2007,,,-4561.263157894737,,,
March 2008,,,-4561.263157894737,,,
June 2008,,,-4561.263157894737,,,
September 2008,,,-4561.263157894737,,,
December 2008,,,-4561.263157894737,,,
March 2009,,,-4561.263157894737,,,
June 2009,,,-4561.263157894737,,,
September 2009,,,-4561.263157894737,,,
December 2009,197089.63636363635,29684.571428571428,-1469.0,,,
March 2010,197089.63636363635,29684.571428571428,-1469.0,,,
June 2010,197089.63636363635,29684.571428571428,-1469.0,,,
September 2010,197089.63636363635,29684.571428571428,-4456.0,,,
December 2010,197089.63636363635,29684.571428571428,-2939.0,,,
March 2011,197089.63636363635,29684.571428571428,-2063.0,,,
June 2011,197089.63636363635,29684.571428571428,-3387.0,3514.0,3514.0,
September 2011,197089.63636363635,490048.5,-5862.0,3474.0,3474.0,
December 2011,197089.63636363635,490048.5,-5185.0,,,
March 2012,197089.63636363635,490048.5,-3860.0,5807.0,5807.0,
June 2012,197089.63636363635,490048.5,-3992.0,1735.0,1735.0,168113.0
September 2012,431251.0,968078.75,-2120.0,29265.0,29265.0,
December 2012,935138.0,968078.75,-934844.0,16180.0,16180.0,
March 2013,1101570.0,968078.75,-1099438.0,42066.0,42066.0,
June 2013,1404356.0,968078.75,-1626757.0,1115842.0,403772.0,440749.0
September 2013,1061539.0,,-939619.0,881873.0,179756.0,443664.0
December 2013,916678.0,,-975604.0,813572.0,114216.0,449042.0
March 2014,804743.0,,-832818.0,710748.0,33844.0,
June 2014,871975.0,,-1033072.0,662218.0,8303.0,
September 2014,487809.0,,-549946.0,640338.0,9878.0,
December 2014,426153.0,,-465988.0,606445.0,7484.0,
