,OperatingExpenses,NetIncomeLoss,Assets
March 2008,,22764500.0,
June 2008,,22764500.0,
September 2008,,22764500.0,
December 2008,,22764500.0,
March 2009,,8663000.0,
June 2009,,6200000.0,17317880000.0
September 2009,,82468000.0,18512878000.0
December 2009,,19000000.0,18466063000.0
March 2010,,106611000.0,21215691000.0
June 2010,,28602000.0,21105769000.0
September 2010,,27746000.0,21049291000.0
December 2010,,30085000.0,20806659000.0
March 2011,,62679000.0,21167495000.0
June 2011,,21300000.0,21021650000.0
September 2011,,81421000.0,21015344000.0
December 2011,,29628000.0,20997298000.0
March 2012,,35495000.0,21143628000.0
June 2012,,37583000.0,21240990000.0
September 2012,,39524000.0,21173620000.0
December 2012,,21746000.0,21283652000.0
March 2013,,55585000.0,21351012000.0
June 2013,,43906000.0,21308822000.0
September 2013,,40982000.0,21511352000.0
December 2013,,26396000.0,21199091000.0
March 2014,,22366000.0,22154997000.0
June 2014,,26550000.0,22062840000.0
September 2014,,26501000.0,21942491000.0
December 2014,,63145000.0,30075113000.0
March 2015,,63816000.0,30853649000.0
June 2015,,44522000.0,30896855000.0
September 2015,,55958000.0,31449824000.0
December 2015,,46090000.0,31475934000.0
March 2016,,52072000.0,32195657000.0
June 2016,,69316000.0,32230403000.0
September 2016,,51404000.0,32971910000.0
December 2016,,52690000.0,32990836000.0
March 2017,,67621000.0,34018405000.0
June 2017,,134660000.0,34769850000.0
September 2017,,67064000.0,34584154000.0
December 2017,,54407000.0,34527512000.0
March 2018,,100231000.0,34436437000.0
June 2018,,93291000.0,35088566000.0
September 2018,,117318000.0,34954659000.0
December 2018,,89473000.0,35408629000.0
March 2019,,111359000.0,35961670000.0
June 2019,,119359000.0,37655094000.0
September 2019,,124779000.0,37748324000.0
December 2019,,101874000.0,39824496000.0
March 2020,,57169000.0,41594453000.0
June 2020,,153786000.0,47866194000.0
September 2020,,142684000.0,48666873000.0
December 2020,,138084000.0,49957680000.0
March 2021,297000000.0,147316000.0,53908606000.0
June 2021,300000000.0,152788000.0,55175318000.0
September 2021,,124073000.0,56901977000.0
December 2021,,123282000.0,58308140000.0
March 2022,810000000.0,271000000.0,108597000000.0
June 2022,745000000.0,255000000.0,107673000000.0
