,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,-9675.0,-278157.0,,
June 2011,-9675.0,-246970.0,173796.0,127213.0
September 2011,-16672.0,-231746.0,244588.0,177958.0
December 2011,0.0,-137050.0,276657.0,219467.0
March 2012,,-224356.0,140894.0,100102.0
June 2012,,-184877.0,241040.0,211704.0
September 2012,,-405815.0,218118.0,199273.0
December 2012,,-49947.0,64143.0,41147.0
March 2013,,-149399.0,152253.0,130686.0
June 2013,,-161746.0,203661.0,186523.0
September 2013,,-184041.0,162122.0,146412.0
December 2013,,-153381.0,70935.0,56654.0
March 2014,51803.0,-252047.0,83013.0,70161.0
June 2014,46630.0,-120149.0,13865.0,974.0
September 2014,44347.0,-464053.0,14044.0,3916.0
December 2014,48882.0,-252047.0,811916.0,714537.0
March 2015,49836.0,-752424.0,14044.0,3916.0
June 2015,41661.0,-2052322.0,1259497.0,1163410.0
September 2015,65831.0,-209324.0,1848653.0,1723775.0
December 2015,59478.0,688120.0,1308125.0,1178575.0
March 2016,55487.0,-838381.0,1118070.0,981520.0
June 2016,73894.0,-663103.0,988714.0,852772.0
September 2016,72288.0,-591074.0,1404862.0,1278093.0
December 2016,70281.0,-469055.0,1161916.0,1044002.0
March 2017,87617.0,-2294819.0,1049304.0,927315.0
June 2017,72380.0,-1318274.0,911438.0,796115.0
September 2017,65984.0,-124868.0,,
December 2017,84118.0,-1414516.0,2866178.0,2754838.0
March 2018,135280.0,-743104.0,2493220.0,2276838.0
June 2018,143081.0,-634363.0,3548548.0,3285108.0
September 2018,122755.0,632625.0,3823552.0,3560225.0
December 2018,87578.0,-836045.0,4489993.0,4191896.0
March 2019,112694.0,44169.0,6328271.0,5422311.0
June 2019,118435.0,-1949791.0,3796361.0,2793114.0
September 2019,97273.0,-1144069.0,4945565.0,4026056.0
December 2019,1150932.0,578809.0,5532300.0,4760375.0
March 2020,406392.0,-2147049.0,9172823.0,8469159.0
June 2020,149566.0,-1465889.0,8155915.0,7415561.0
September 2020,215831.0,-2708579.0,6923705.0,6259095.0
December 2020,-669570.0,-425918.0,6405799.0,5803060.0
March 2021,61033.0,-406023.0,9740007.0,9194333.0
June 2021,79131.0,-2952880.0,6473855.0,5957247.0
September 2021,57000.0,-2450437.0,4596454.0,3537373.0
December 2021,54399.0,-199561.0,9484163.0,3288663.0
March 2022,436717.0,-2644616.0,13235540.0,7089226.0
June 2022,530339.0,-1342672.0,14991903.0,8790573.0
