,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2012,189632750.0,,,
June 2012,189632750.0,,,
September 2012,189632750.0,,,
December 2012,189632750.0,,,24495877000.0
March 2013,213067000.0,16982000.0,,
June 2013,109793000.0,25664000.0,,24521607000.0
September 2013,237037000.0,,,25142148000.0
December 2013,242000000.0,,,1000.0
March 2014,184130000.0,38775000.0,0.0,1000.0
June 2014,259102000.0,39460000.0,17842000.0,21592330000.0
September 2014,203337000.0,,13971000.0,22015235000.0
December 2014,213470000.0,,3175000.0,21638992000.0
March 2015,234463000.0,,18456000.0,21618156000.0
June 2015,216794000.0,,12086000.0,20443660000.0
September 2015,136386000.0,,-11349000.0,4755970000.0
December 2015,185622000.0,,185000.0,4321408000.0
March 2016,129538000.0,,-3090000.0,4336333000.0
June 2016,303935000.0,,37574000.0,4671604000.0
September 2016,283374000.0,,43305000.0,5319134000.0
December 2016,299573000.0,,34019000.0,5829712000.0
March 2017,491467000.0,,-41134000.0,5718103000.0
June 2017,448197000.0,,49878000.0,6244449000.0
September 2017,254127000.0,,27838000.0,8019437000.0
December 2017,310967000.0,,39596000.0,8563522000.0
March 2018,206283000.0,,40948000.0,8560082000.0
June 2018,221017000.0,,-11775000.0,10144735000.0
September 2018,227188000.0,,15910000.0,10421600000.0
December 2018,215874000.0,,11937000.0,10154692000.0
March 2019,369107000.0,,44949000.0,10489314000.0
June 2019,335701000.0,,32139000.0,10979749000.0
September 2019,395701000.0,,33331000.0,11596756000.0
December 2019,362288000.0,,38465000.0,12014196000.0
March 2020,81959000.0,62331000.0,-31036000.0,13216929000.0
June 2020,483567000.0,58084000.0,56371000.0,13719957000.0
September 2020,392580000.0,,47545000.0,14928993000.0
December 2020,492380000.0,,79262000.0,15168992000.0
March 2021,525109000.0,67656000.0,58378000.0,16535929000.0
June 2021,1024732000.0,83362000.0,141644000.0,18639587000.0
September 2021,813267000.0,134453000.0,84726000.0,19934398000.0
December 2021,1046975000.0,158707000.0,124089000.0,21605164000.0
March 2022,611684000.0,120523000.0,45863000.0,21131203000.0
June 2022,552868000.0,122566000.0,39731000.0,21226215000.0
