,NetIncomeLoss,Assets
March 2010,,
June 2010,,2993227000.0
September 2010,,2999712000.0
December 2010,,3392656000.0
March 2011,,3525408000.0
June 2011,,3733418000.0
September 2011,,4003313000.0
December 2011,,4383048000.0
March 2012,,4383821000.0
June 2012,,4466552000.0
September 2012,,4646295000.0
December 2012,,4748002000.0
March 2013,,4811269000.0
June 2013,,4748631000.0
September 2013,,4807330000.0
December 2013,,4764666000.0
March 2014,39659250.0,4778668000.0
June 2014,39659250.0,6016855000.0
September 2014,39659250.0,5989122000.0
December 2014,39659250.0,5968269000.0
March 2015,39789000.0,6537095000.0
June 2015,36387000.0,7348026000.0
September 2015,38249000.0,7352996000.0
December 2015,9543000.0,7183978000.0
March 2016,31272000.0,7154151000.0
June 2016,39233000.0,7265767000.0
September 2016,27903000.0,7230098000.0
December 2016,42887000.0,7227754000.0
March 2017,32155000.0,7220204000.0
June 2017,16042000.0,7183620000.0
September 2017,34414000.0,7187741000.0
December 2017,65000000.0,7294019000.0
March 2018,236022000.0,7384064000.0
June 2018,123587000.0,7435636000.0
September 2018,45805000.0,7453444000.0
December 2018,-118543000.0,7160426000.0
March 2019,30082000.0,7145900000.0
June 2019,-37229000.0,7098710000.0
September 2019,-29390000.0,6916990000.0
December 2019,-51697000.0,6653826000.0
March 2020,9735000.0,6703723000.0
June 2020,-26072000.0,6600523000.0
September 2020,-106888000.0,6535118000.0
December 2020,-16228000.0,6476424000.0
March 2021,-67505000.0,7542706000.0
June 2021,-34222000.0,7179852000.0
September 2021,-89343000.0,7066048000.0
December 2021,365585000.0,6623514000.0
March 2022,240423000.0,6775379000.0
June 2022,-109383000.0,6145864000.0
