,NetIncomeLoss,Assets
March 2008,-43829500.0,
June 2008,-43829500.0,
September 2008,-43829500.0,
December 2008,-43829500.0,
March 2009,44539000.0,
June 2009,43758000.0,
September 2009,95326000.0,
December 2009,62592000.0,7339746000.0
March 2010,36381000.0,
June 2010,103447000.0,9974936000.0
September 2010,82837000.0,10118934000.0
December 2010,79670000.0,9917288000.0
March 2011,-46687000.0,10250379000.0
June 2011,32635000.0,10497364000.0
September 2011,48386000.0,10472330000.0
December 2011,30948000.0,10185847000.0
March 2012,79024000.0,10575778000.0
June 2012,78940000.0,10696586000.0
September 2012,37652000.0,10734010000.0
December 2012,-51810000.0,10677078000.0
March 2013,99184000.0,10834172000.0
