,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,224055.5,58269.0,-377145.0,,,
June 2010,224055.5,58269.0,-377145.0,,,
September 2010,303851.0,116538.0,-518266.0,,,
December 2010,518886.0,0.0,-1450980.0,569987.0,20745.0,549242.0
March 2011,21281.0,10000.0,-264727.0,,,
June 2011,26424.0,0.0,-83137.0,,,
September 2011,289504.0,0.0,-460640.0,526.0,526.0,
December 2011,155887.0,100000.0,48097.0,526.0,526.0,
March 2012,2769.0,1932.5,-30076.0,526.0,526.0,
June 2012,48055.0,1932.5,404196.0,,,
September 2012,186233.0,48296.0,-185613.0,423441.0,13103.0,410338.0
